         2232065 function calls (2223159 primitive calls) in 32.806 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       19    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/internals/construction.py:470(<listcomp>)
       84    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/asyncio/base_events.py:1940(get_debug)
        4    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/models.py:906(text)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/ImageSequence.py:1(<module>)
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/io/parsers/base_parser.py:222(<setcomp>)
       38    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/TiffImagePlugin.py:303(IFDRational)
       74    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/delta_generator.py:129(_maybe_print_use_warning)
        7    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/logging/__init__.py:228(_acquireLock)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/auth/credentials.py:69(expired)
        7    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/typing.py:1297(__setattr__)
       80    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/series.py:574(_constructor)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/http/cookiejar.py:761(__init__)
        7    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/Image.py:3392(register_open)
        6    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/copy.py:128(deepcopy)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/urllib/parse.py:913(_byte_quoter_factory)
       38    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/cloud/storage/blob.py:246(chunk_size)
       21    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/enum.py:48(_is_dunder)
      107    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/cursor.py:188(root_container)
       21    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       80    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/io/parsers/readers.py:486(validate_integer)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/caching/__init__.py:82(save_media_data)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/ImagePalette.py:25(ImagePalette)
       62    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/cursor.py:127(root_container)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/logging/__init__.py:1378(_fixupParents)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/cookies.py:349(set_cookie)
       16    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pyarrow/pandas_compat.py:41(get_logical_type_map)
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/auth/transport/requests.py:58(status)
       10    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/elements/utils.py:89(get_label_visibility_proto_value)
       82    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/connectionpool.py:332(_validate_conn)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/mimetypes.py:183(guess_extension)
       41    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/cloud/storage/bucket.py:714(user_project)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/typing.py:1258(__init__)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/type_util.py:284(is_snowpark_or_pyspark_data_object)
       91    0.000    0.000    0.000    0.000 {method 'get' of '_contextvars.ContextVar' objects}
       81    0.000    0.000    0.000    0.000 {function socket.detach at 0x7d8963604900}
        6    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/enum.py:770(__getattr__)
       82    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/utils.py:580(iter_slices)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:381(__subclasshook__)
       33    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/re/_parser.py:109(__init__)
        7    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/delta_generator.py:379(_count_num_of_parent_columns)
       45    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/elements/lib/column_config_utils.py:463(apply_data_specific_configs)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/PngImagePlugin.py:427(chunk_IHDR)
        6    0.000    0.000    0.000    0.000 {method 'get_rangeindex_attribute' of 'pyarrow.lib._PandasAPIShim' objects}
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/PngImagePlugin.py:544(chunk_tEXt)
       80    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/contextlib.py:543(__enter__)
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/io/parsers/readers.py:516(_validate_names)
       13    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/dateutil/parser/_parser.py:354(tzoffset)
       86    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/config_option.py:241(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/nba_api/live/nba/library/http.py:23(clean_contents)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/http/cookiejar.py:691(reach)
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/indexes/range.py:181(_validate_dtype)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/memory_media_file_storage.py:131(get_file)
        2    0.000    0.000    0.000    0.000 <frozen os>:1081(__subclasshook__)
       38    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/resumable_media/_download.py:446(add_bytes_range)
       20    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/caching/cached_message_replay.py:345(select_dg_to_save)
       90    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/inspect.py:3036(return_annotation)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/cloud/storage/blob.py:359(_query_params)
        8    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/state/common.py:227(require_valid_user_key)
       40    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
       28    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/re/_parser.py:79(groups)
       12    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/PngImagePlugin.py:154(_crc32)
       80    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/base.py:326(ndim)
       18    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/enum.py:59(_is_sunder)
       18    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/_binary.py:84(i32be)
        4    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/re/_parser.py:82(opengroup)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/cloud/storage/blob.py:4569(kms_key_name)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/media_file_manager.py:29(_get_session_id)
       38    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/type_util.py:202(get_fqn)
        4    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/frame.py:1489(__len__)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/typing.py:1568(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/random.py:284(randrange)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/JpegPresets.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pyarrow/util.py:80(_stringify_path)
       80    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/subprocess.py:1089(__enter__)
       62    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/cursor.py:131(parent_path)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/cloud/storage/retry.py:45(_should_retry)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/calendar.py:653(timegm)
       10    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/re/_parser.py:73(__init__)
       39    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/resumable_media/requests/_request_helpers.py:60(_get_status_code)
       99    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/cookies.py:94(origin_req_host)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pyarrow/pandas_compat.py:511(<listcomp>)
        5    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/logging/__init__.py:1720(getEffectiveLevel)
       41    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/cloud/storage/bucket.py:677(client)
        5    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/re/_parser.py:309(_class_escape)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/util/wait.py:89(poll_wait_for_socket)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/type_util.py:477(is_pandas_styler)
       62    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/cursor.py:135(index)
       26    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/dateutil/parser/_parser.py:1061(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/logging/__init__.py:1447(__init__)
       33    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/delta_generator.py:393(_is_top_level)
       61    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/numpy/core/fromnumeric.py:1034(_argsort_dispatcher)
        3    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/state/session_state.py:177(set_from_value)
        1    0.000    0.000    0.000    0.000 {method 'stream_reader' of 'zstd.ZstdDecompressor' objects}
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1097(__init__)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/state/safe_session_state.py:95(__setitem__)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/util/version/__init__.py:515(_cmpkey)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/type_util.py:986(determine_data_format)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/util/wait.py:113(_have_working_poll)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/BmpImagePlugin.py:62(BmpImageFile)
       38    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/resumable_media/_download.py:65(finished)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1559(__init__)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/http/cookiejar.py:550(domain_match)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pyarrow/vendored/version.py:490(_cmpkey)
        1    0.000    0.000    0.000    0.000 /home/lucas/Data Science/Project NBA/vizualisation.py:325(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/resumable_media/_upload.py:260(__init__)
       16    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pyarrow/pandas_compat.py:290(_column_name_to_strings)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
       13    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/dateutil/parser/_parser.py:482(<dictcomp>)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/caching/cached_message_replay.py:363(save_image_data)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/cookies.py:46(get_origin_req_host)
       40    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/type_util.py:292(is_snowpark_data_object)
       54    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       33    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/cursor.py:204(get_locked_cursor)
       41    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/auth/transport/requests.py:595(is_mtls)
       16    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pyarrow/pandas_compat.py:660(get_datetimetz_type)
        2    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        9    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/state/session_state.py:91(__getitem__)
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/io/parsers/base_parser.py:234(<listcomp>)
       10    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/re/_parser.py:956(fix_flags)
       22    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/urllib/parse.py:828(__init__)
       18    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/enum.py:70(_is_internal_class)
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/internals/managers.py:1838(ndim)
       22    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/re/_compiler.py:426(_get_iscased)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:117(splitext)
        3    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/caching/__init__.py:74(save_widget_metadata)
        7    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/logging/__init__.py:237(_releaseLock)
        4    0.000    0.000    0.000    0.000 {method 'hexdigest' of '_hashlib.HASH' objects}
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/ImageChops.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/random.py:520(uniform)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/delta_generator.py:401(_get_delta_path_str)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/TiffImagePlugin.py:1872(AppendingTiffWriter)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pyarrow/pandas_compat.py:329(_index_level_name)
        6    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/http/cookiejar.py:535(is_HDN)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/BmpImagePlugin.py:55(_dib_accept)
        8    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       61    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/numpy/core/shape_base.py:77(_atleast_2d_dispatcher)
        1    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
        8    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/enum.py:38(_is_descriptor)
       13    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/dateutil/parser/_parser.py:1133(_parsems)
       20    0.000    0.000    0.000    0.000 {built-in method _struct.unpack_from}
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/type_util.py:526(convert_anything_to_df)
       39    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/cloud/storage/blob.py:4759(_get_encryption_headers)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/cookies.py:43(get_host)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/util/wait.py:42(_retry_on_intr)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/indexes/base.py:1953(_get_level_values)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/api_core/exceptions.py:135(__init__)
       17    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/delta_generator.py:368(_parent_block_types)
       14    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/state/session_state.py:583(_get_widget_id)
       13    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/enum.py:117(_iter_bits_lsb)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/http/cookiejar.py:1667(set_cookie)
        6    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/ImageFile.py:555(_safe_read)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/mimetypes.py:164(guess_all_extensions)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/resumable_media/_upload.py:93(__init__)
        8    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/state/common.py:217(is_widget_id)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/PngImagePlugin.py:361(__init__)
       10    0.000    0.000    0.000    0.000 {method 'WhichOneof' of 'google._upb._message.Message' objects}
        3    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/enum.py:358(__init__)
       77    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/typing.py:168(_type_check)
        7    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/Image.py:3407(register_mime)
        7    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/Image.py:3418(register_save)
        7    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/typing.py:1245(_is_dunder)
        2    0.000    0.000    0.000    0.000 {method 'getvalue' of 'pyarrow.lib.BufferOutputStream' objects}
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/nanops.py:198(_get_fill_value)
       45    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/inspect.py:3032(parameters)
       52    0.000    0.000    0.000    0.000 {method 'isspace' of 'str' objects}
       41    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/copy.py:107(_copy_immutable)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/random.py:235(_randbelow_with_getrandbits)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pyarrow/pandas_compat.py:626(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/TiffImagePlugin.py:960(ImageFileDirectory_v1)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/components/v1/components.py:184(marshall_element_args)
        3    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/elements/layouts.py:243(column_gap)
       38    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/models.py:706(__enter__)
       26    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/TiffImagePlugin.py:388(_delegate)
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/io/parsers/readers.py:1735(__enter__)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/cloud/storage/retry.py:105(get_retry_policy_if_conditions_met)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/resumable_media/_upload.py:106(_process_response)
       39    0.000    0.000    0.000    0.000 {method 'is_finite' of 'decimal.Decimal' objects}
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/_binary.py:60(i32le)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/state/session_state.py:445(__setitem__)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/PngImagePlugin.py:360(PngStream)
        3    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/state/common.py:204(user_key_from_widget_id)
       11    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/cursor.py:108(__init__)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/elements/widgets/selectbox.py:244(<listcomp>)
       12    0.000    0.000    0.000    0.000 {built-in method zlib.crc32}
       13    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/dateutil/parser/_parser.py:360(convertyear)
        9    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/platform.py:1111(python_implementation)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/api_core/exceptions.py:440(exception_class_for_http_status)
       33    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/cursor.py:192(parent_path)
       24    0.000    0.000    0.000    0.000 {method 'read' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 {method 'to_pybytes' of 'pyarrow.lib.Buffer' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1239(exec_module)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:413(has_location)
        4    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/_util.py:5(is_path)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
       33    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/cursor.py:196(index)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/TiffImagePlugin.py:138(<dictcomp>)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/Image.py:512(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        3    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/enum.py:961(_find_data_repr_)
       14    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/re/_parser.py:168(__setitem__)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:516(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.fstat}
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/GifImagePlugin.py:63(GifImageFile)
        8    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/util/version/__init__.py:343(<genexpr>)
        2    0.000    0.000    0.000    0.000 {method 'poll' of 'select.poll' objects}
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/PngImagePlugin.py:723(PngImageFile)
       14    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/state/session_state.py:360(<dictcomp>)
       13    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/dateutil/parser/_parser.py:402(has_year)
        7    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/cloud/storage/blob.py:808(_get_transport)
        5    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/logging/__init__.py:1319(disable)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1122(get_filename)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/indexes/base.py:1668(_get_names)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/elements/widgets/selectbox.py:268(<listcomp>)
        3    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/Image.py:3429(register_save_all)
        1    0.000    0.000    0.000    0.000 <frozen genericpath>:121(_splitext)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/elements/lib/dicttools.py:143(remove_none_values)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/api_core/retry/retry_base.py:134(build_retry_error)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/TiffImagePlugin.py:1059(TiffImageFile)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/PngImagePlugin.py:254(iTXt)
