         2232065 function calls (2223159 primitive calls) in 32.806 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/typing.py:1563(__getitem__)
      169    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/dateutil/parser/_parser.py:234(<genexpr>)
       39    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/re/_parser.py:369(_escape)
       40    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
       16    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/internals/managers.py:2007(external_values)
       82    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/auth/transport/requests.py:85(__init__)
      408    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/series.py:1323(_clear_item_cache)
       19    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/elements/form.py:38(_current_form)
       95    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/scriptrunner/script_requests.py:146(on_scriptrunner_yield)
      118    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/indexes/base.py:530(<genexpr>)
       44    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/io/common.py:169(_expand_user)
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/io/parsers/base_parser.py:876(_check_data_length)
      164    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/utils.py:742(set_environ)
       13    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/dateutil/parser/_parser.py:221(__init__)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/netrc.py:1(<module>)
       80    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/generic.py:509(_get_axis_number)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/logging/__init__.py:2081(getLogger)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/http/cookiejar.py:1486(_cookie_from_cookie_tuple)
       81    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/utils.py:889(default_user_agent)
       14    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/re/_compiler.py:241(_optimize_charset)
      121    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
      328    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/cookies.py:117(info)
      262    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pyarrow/pandas_compat.py:498(_get_range_index_descriptor)
      170    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
        6    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/type_util.py:280(is_dataframe_like)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/cloud/storage/blob.py:1749(_get_upload_arguments)
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/cloud/storage/acl.py:727(__init__)
       38    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/type_util.py:175(is_type)
       52    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/urllib/parse.py:835(__missing__)
       41    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/oauth2/credentials.py:372(_metric_header_for_usage)
      120    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/cloud/storage/_helpers.py:603(<genexpr>)
        4    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/state/session_state.py:631(__contains__)
       38    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/cloud/storage/blob.py:4458(media_link)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/elements/lib/column_config_utils.py:531(_convert_column_config_to_json)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/http/cookiejar.py:1015(set_ok_domain)
       45    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/resumable_media/_upload.py:1390(construct_multipart_request)
      245    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/util/timeout.py:223(connect_timeout)
       76    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/re/_parser.py:249(match)
       39    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/dateutil/parser/_parser.py:1141(_to_decimal)
      162    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/auth/credentials.py:121(quota_project_id)
        4    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/re/_parser.py:94(closegroup)
       82    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
      164    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/cookies.py:110(__init__)
        6    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/enum.py:939(_get_mixins_)
       80    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/cloud/_helpers/__init__.py:104(top)
       41    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/auth/credentials.py:87(valid)
       61    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/numpy/core/shape_base.py:207(_arrays_for_stack_dispatcher)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:920(find_spec)
       39    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/resumable_media/_helpers.py:86(require_status_code)
       80    0.000    0.000    0.000    0.000 {built-in method posix.WIFSTOPPED}
       86    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/inspect.py:292(isclass)
       80    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pyarrow/ipc.py:125(_get_legacy_format_default)
       10    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/caching/__init__.py:56(save_block_message)
      192    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
      164    0.000    0.000    0.000    0.000 {method 'update' of 'collections.OrderedDict' objects}
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/cloud/storage/client.py:271(universe_domain)
      408    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/inspect.py:2739(name)
       16    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/internals/blocks.py:188(external_values)
      160    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/subprocess.py:1311(_on_error_fd_closer)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/logging/__init__.py:1327(getLogger)
       13    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/dateutil/parser/_parser.py:1177(_build_tzaware)
       41    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/auth/metrics.py:138(add_metric_header)
       35    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
       38    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
      308    0.000    0.000    0.000    0.000 <frozen _collections_abc>:409(__subclasshook__)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/http/cookiejar.py:1004(set_ok_path)
       26    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/dateutil/parser/_parser.py:1056(_could_be_tzname)
      252    0.000    0.000    0.000    0.000 {method 'HasField' of 'google._upb._message.Message' objects}
      342    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       81    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/connection.py:151(host)
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/cloud/storage/blob.py:4416(generation)
       84    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
      164    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/response.py:85(__getattr__)
      172    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/contextlib.py:428(__init__)
       36    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/type_util.py:281(<genexpr>)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:198(cb)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/http/cookiejar.py:647(request_path)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/api_core/retry/retry_unary.py:264(__call__)
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/io/parsers/base_parser.py:242(_has_complex_date_col)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/GimpGradientFile.py:1(<module>)
       74    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
      139    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/indexes/base.py:931(dtype)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/GifImagePlugin.py:39(LoadingStrategy)
       39    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/cloud/storage/blob.py:4850(_add_query_parameters)
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/io/parsers/readers.py:1806(_clean_na_values)
       42    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/response.py:349(<listcomp>)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/http/cookiejar.py:232(http2time)
       17    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/delta_generator.py:288(__enter__)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/memory_media_file_storage.py:146(get_url)
       81    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
       84    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1030(__exit__)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit_searchbox/__init__.py:53(_list_to_options_py)
       84    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/functools.py:421(_unwrap_partial)
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/util/_validators.py:224(validate_bool_kwarg)
       84    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1026(__enter__)
        2    0.000    0.000    0.000    0.000 {pyarrow.lib.schema}
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/indexes/base.py:778(is_)
       39    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/dateutil/parser/_parser.py:336(hms)
      211    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit_searchbox/__init__.py:57(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/typing.py:1572(copy_with)
      211    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/http/cookiejar.py:636(eff_request_host)
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/io/common.py:273(is_fsspec_url)
       80    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
       86    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/config.py:1259(get_config_options)
       21    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/_distutils_hack/__init__.py:89(find_spec)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1655(_fill_cache)
       10    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/re/_parser.py:224(__init__)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/PngImagePlugin.py:99(Disposal)
       17    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/delta_generator.py:292(__exit__)
       16    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/internals/blocks.py:2584(external_values)
       13    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/dateutil/parser/_parser.py:62(__init__)
       14    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/state/session_state.py:402(_getitem)
      171    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/runtime.py:153(exists)
      120    0.000    0.000    0.000    0.000 <frozen codecs>:331(getstate)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1408(_path_hooks)
        8    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/state/session_state_proxy.py:33(get_session_state)
       80    0.000    0.000    0.000    0.000 {built-in method posix.waitstatus_to_exitcode}
