,level_0,index,Player,Pos,Pos ranked,Team,Team ranked,G,G ranked,GS,GS ranked,FG,FG ranked,FGA,FGA ranked,3PA,3PA ranked,3P%,3P% ranked,2PA,2PA ranked,2P%,2P% ranked,eFG%,eFG% ranked,FT,FT ranked,FTA,FTA ranked,FT%,FT% ranked,ORB,ORB ranked,DRB,DRB ranked,TRB,TRB ranked,AST,AST ranked,AST/TOV,AST/TOV ranked,STL,STL ranked,BLK,BLK ranked,TOV,TOV ranked,PF,PF ranked,PTS,PTS ranked,PER,PER ranked,TS%,TS% ranked,3PAr,3PAr ranked,FTr,FTr ranked,ORB%,ORB% ranked,DRB%,DRB% ranked,TRB%,TRB% ranked,AST%,AST% ranked,STL%,STL% ranked,BLK%,BLK% ranked,TOV%,TOV% ranked,USG%,USG% ranked,OWS,OWS ranked,DWS,DWS ranked,WS,WS ranked,WS/48,WS/48 ranked,OBPM,OBPM ranked,DBPM,DBPM ranked,BPM,BPM ranked,VORP,VORP ranked,Average distance (ft.) of FGA,Average distance (ft.) of FGA ranked,%FGA 0-3,%FGA 0-3 ranked,%FGA 3-10,%FGA 3-10 ranked,%FGA 10-16,%FGA 10-16 ranked,%FGA 16-3P,%FGA 16-3P ranked,%FGA 3P,%FGA 3P ranked,std_areas_FGA,std_areas_FGA ranked
82,82,292,Tobias Harris,PF,5,PHI,5,73,3,73,2,6.8,3,14.0,4,3.8,7,0.4,3,10.2,3,0.5,7,0.5,7,2.3,5,2.8,5,0.8,5,1.1,4,5.7,3,6.8,3,3.5,5,2.2,4,0.6,9,0.6,4,1.6,6,2.2,6,17.2,4,15.9,5,0.6,5,0.3,8,0.2,6,3.4,5,18.1,3,10.9,3,15.9,5,0.9,10,1.5,4,9.5,8,21.7,5,3.0,4,2.6,3,5.6,3,0.1,6,0.6,5,-0.6,7,0.0,6,1.3,5,11.7,8,25.0,4,28.199999999999996,2,15.6,2,4.3,7,26.900000000000006,9,9.0,9
83,83,294,Josh Hart,SG,5,TOT,5,54,9,53,6,5.3,6,10.5,7,3.9,7,0.3,8,6.6,6,0.6,2,0.6,2,3.0,3,3.9,3,0.8,5,1.1,4,6.0,2,7.2,3,4.1,4,2.0,5,1.1,3,0.2,9,2.1,4,2.8,2,14.9,6,16.1,5,0.6,5,0.4,6,0.4,2,3.7,4,20.7,2,12.0,3,18.9,4,1.7,4,0.7,9,14.7,2,18.6,7,2.8,4,1.5,7,4.4,5,0.1,6,0.5,5,0.5,4,0.9,5,1.3,5,12.4,8,39.900000000000006,1,13.4,8,6.0,7,3.3000000000000003,8,37.4,6,15.6,5
84,84,301,Killian Hayes,PG,5,DET,5,66,6,40,8,2.7,10,7.0,9,2.5,9,0.3,8,4.4,8,0.4,10,0.4,10,0.9,9,1.1,9,0.8,5,0.5,8,2.6,9,3.2,9,4.2,4,2.5,3,1.2,3,0.5,4,1.7,5,2.8,2,6.9,10,9.3,10,0.5,9,0.4,6,0.2,6,2.2,7,12.0,7,6.9,7,24.6,3,2.3,2,1.9,4,18.4,1,15.7,9,-1.0,10,1.5,7,0.5,10,0.0,10,-4.3,10,0.8,3,-3.5,10,-0.6,10,14.3,6,16.3,7,25.3,3,13.5,3,8.5,4,36.4,7,9.9,9
85,85,302,Gordon Hayward,SF,5,CHO,5,49,9,48,7,5.8,5,12.6,5,4.5,6,0.4,3,8.1,4,0.5,7,0.5,7,2.6,4,3.0,5,0.8,5,0.8,5,3.8,6,4.6,5,3.6,5,2.1,4,1.0,4,0.4,6,1.7,5,1.7,9,15.9,5,15.1,5,0.6,5,0.4,6,0.2,6,2.5,6,12.8,6,7.6,6,16.1,5,1.4,6,1.3,5,10.6,6,20.7,6,1.9,6,1.0,9,2.8,8,0.1,6,0.1,6,-0.8,8,-0.7,8,0.5,8,14.4,6,21.4,5,17.299999999999997,6,15.7,2,9.9,3,35.7,7,8.7,10
86,86,309,Tyler Herro,SG,5,MIA,5,66,6,10,10,7.6,2,17.0,2,6.7,3,0.4,3,10.3,3,0.5,7,0.5,7,2.9,3,3.3,4,0.9,2,0.5,8,4.5,4,5.0,5,4.0,4,1.5,8,0.7,8,0.1,10,2.6,3,1.4,10,20.7,2,16.2,4,0.6,5,0.4,6,0.2,6,1.7,9,15.4,4,8.7,5,20.9,4,1.0,9,0.4,10,12.5,4,28.8,2,1.3,8,2.4,4,3.8,6,0.1,6,1.6,4,-0.9,8,0.7,5,1.5,4,16.0,4,13.700000000000001,8,19.3,5,15.6,2,12.3,2,39.099999999999994,6,9.8,9
87,87,310,Buddy Hield,SG,5,TOT,5,81,1,32,8,5.5,5,13.6,4,8.8,1,0.4,3,4.7,8,0.5,7,0.5,7,1.4,8,1.6,8,0.9,2,0.8,5,3.5,6,4.4,6,2.8,6,1.5,8,0.9,5,0.3,8,1.9,4,2.3,5,15.6,5,12.9,8,0.6,5,0.6,2,0.1,9,2.9,5,12.8,6,7.8,6,13.8,6,1.4,6,0.9,8,11.7,5,22.4,4,0.8,9,1.1,8,1.9,9,0.0,10,0.5,5,-1.7,10,-1.2,8,0.5,8,19.7,1,13.200000000000001,8,8.3,10,6.9,6,6.4,6,65.2,1,22.7,2
88,88,324,Jrue Holiday,PG,5,MIL,5,67,5,64,5,7.1,3,14.2,3,4.8,6,0.4,3,9.4,3,0.6,2,0.6,2,2.0,6,2.7,5,0.8,5,1.0,4,3.5,6,4.5,6,6.8,1,2.5,3,1.6,1,0.4,6,2.7,2,2.0,7,18.3,3,19.8,2,0.6,5,0.3,8,0.2,6,3.4,5,10.9,8,7.2,7,31.8,1,2.4,1,1.3,5,15.0,2,23.5,4,4.5,2,2.4,4,6.9,2,0.2,2,2.9,2,0.3,4,3.2,2,2.9,2,13.6,7,22.2,5,24.6,3,12.4,3,7.1,5,33.7,7,9.4,9
89,89,325,Justin Holiday,SF-SG,5,TOT,5,74,3,65,4,3.5,9,8.9,8,6.5,3,0.4,3,2.4,10,0.5,7,0.5,7,0.7,10,0.8,10,0.8,5,0.4,9,2.2,10,2.6,10,1.7,8,1.9,6,0.8,7,0.4,6,0.9,9,2.1,7,10.1,9,9.5,10,0.5,9,0.7,1,0.1,9,1.5,9,8.8,10,5.1,10,8.6,8,1.3,7,1.4,5,9.2,8,15.8,9,0.8,9,0.6,10,1.4,9,0.0,10,-1.4,9,-0.8,8,-2.2,9,-0.1,10,20.7,1,10.4,9,4.8,10,4.3999999999999995,8,7.6,5,72.80000000000001,1,26.5,1
90,90,333,Al Horford,C,5,BOS,5,69,5,69,3,3.9,8,8.2,8,3.8,7,0.3,8,4.4,8,0.6,2,0.6,2,1.2,8,1.4,9,0.8,5,1.6,2,6.1,2,7.7,2,3.4,5,3.8,1,0.7,8,1.3,1,0.9,9,1.9,8,10.2,8,16.7,4,0.6,5,0.5,3,0.2,6,6.0,2,22.2,2,14.3,2,16.4,5,1.2,8,4.2,1,9.6,8,14.8,9,3.7,3,3.8,1,7.6,2,0.2,2,1.4,4,2.9,1,4.3,1,3.2,2,15.3,5,17.0,7,24.3,3,6.9,6,5.3,7,46.50000000000001,4,14.9,5
91,91,334,Talen Horton-Tucker,SG,5,LAL,5,60,8,19,9,3.7,8,9.0,8,3.0,8,0.3,8,5.9,7,0.5,7,0.5,7,1.7,7,2.1,7,0.8,5,0.6,7,2.6,9,3.2,9,2.7,6,1.9,6,1.0,4,0.5,4,1.4,6,2.5,3,10.0,9,11.0,10,0.5,9,0.3,8,0.2,6,2.6,6,11.1,8,6.9,7,14.9,6,1.9,2,1.7,4,12.1,4,19.2,7,-0.2,10,1.2,8,1.1,10,0.0,10,-3.2,10,-0.2,6,-3.3,10,-0.5,10,12.8,8,29.7,3,20.4,5,10.0,5,5.8999999999999995,6,34.0,7,10.9,8
92,92,341,Kevin Huerter,SF,5,ATL,5,74,3,60,5,4.7,7,10.3,7,5.6,4,0.4,3,4.7,8,0.5,7,0.6,2,0.6,10,0.7,10,0.8,5,0.4,9,3.0,8,3.4,8,2.7,6,2.3,3,0.7,8,0.4,6,1.2,7,2.5,3,12.1,7,11.9,9,0.6,5,0.5,3,0.1,9,1.6,9,11.0,8,6.4,8,13.2,6,1.2,8,1.1,6,10.4,7,17.5,8,1.8,6,1.0,9,2.8,8,0.1,6,-0.5,8,-0.7,8,-1.2,8,0.4,8,18.0,2,10.9,9,13.600000000000001,8,13.600000000000001,3,7.9,4,54.0,3,17.1,4
93,93,347,De'Andre Hunter,SF,5,ATL,5,53,9,52,6,4.8,6,10.8,6,3.7,8,0.4,3,7.2,5,0.5,7,0.5,7,2.4,5,3.1,4,0.8,5,0.5,8,2.8,9,3.3,9,1.3,9,1.0,10,0.7,8,0.4,6,1.3,7,2.9,2,13.4,6,10.6,10,0.6,5,0.3,8,0.3,3,1.8,8,10.4,9,6.1,9,6.1,10,1.1,8,1.2,6,9.6,8,19.9,6,0.4,9,0.7,10,1.1,10,0.0,10,-2.4,10,-1.5,10,-3.9,10,-0.8,10,13.9,6,21.9,5,17.9,6,15.299999999999999,2,11.0,3,33.900000000000006,7,7.8,10
94,94,354,Joe Ingles,SF,5,UTA,5,45,10,15,10,2.6,10,6.3,10,5.0,5,0.4,3,1.3,10,0.6,2,0.5,7,0.4,10,0.5,10,0.8,5,0.3,10,2.6,9,2.9,10,3.5,5,3.5,1,0.5,10,0.1,10,1.0,8,1.8,8,7.2,10,10.0,10,0.6,5,0.8,1,0.1,9,1.2,10,11.2,7,6.4,8,19.0,4,1.0,9,0.4,10,13.5,3,13.2,10,1.3,8,0.9,9,2.2,8,0.1,6,-0.7,8,0.5,4,-0.3,7,0.5,8,21.3,1,3.9,10,14.7,7,1.4000000000000001,10,1.0999999999999999,9,78.9,1,29.9,1
95,95,355,Brandon Ingram,SF,5,NOP,5,55,9,55,6,8.2,2,17.9,2,4.1,7,0.3,8,13.8,1,0.5,7,0.5,7,4.8,1,5.9,1,0.8,5,0.6,7,5.2,3,5.8,4,5.6,2,2.1,4,0.6,9,0.5,4,2.7,2,2.2,6,22.7,2,18.7,3,0.6,5,0.2,9,0.3,3,2.0,7,17.3,4,9.5,4,27.8,2,0.9,10,1.3,5,11.8,5,29.3,2,2.5,5,1.3,8,3.9,6,0.1,6,2.6,2,-0.6,7,2.0,3,1.9,3,14.6,6,14.000000000000002,8,15.2,7,24.9,1,22.900000000000002,1,23.0,9,4.5,10
96,96,356,Kyrie Irving,PG,5,BRK,5,29,10,29,9,10.0,1,21.2,1,8.2,1,0.4,3,13.0,1,0.5,7,0.6,2,4.1,2,4.4,3,0.9,2,0.6,7,3.8,6,4.4,6,5.8,2,2.3,3,1.4,2,0.6,4,2.5,3,2.8,2,27.4,1,21.4,2,0.6,5,0.4,6,0.2,6,1.6,9,10.8,8,6.3,8,25.2,3,1.8,3,1.4,5,9.8,8,29.4,2,2.4,5,0.9,9,3.3,7,0.2,2,4.2,1,-1.2,9,3.0,2,1.4,5,16.5,4,9.3,10,18.8,5,20.3,1,12.8,2,38.8,6,10.2,8
97,97,360,Jaren Jackson Jr.,PF,5,MEM,5,78,1,78,1,5.5,5,13.3,4,5.1,5,0.3,8,8.1,4,0.5,7,0.5,7,3.6,3,4.4,3,0.8,5,1.5,3,4.3,4,5.8,4,1.1,10,0.6,10,0.9,5,2.3,1,1.7,5,3.5,1,16.3,4,17.0,4,0.5,9,0.4,6,0.3,3,5.7,3,16.9,4,11.2,3,5.8,10,1.6,4,7.4,1,9.9,7,25.4,3,1.7,7,3.7,1,5.4,4,0.1,6,-0.9,8,0.8,3,-0.1,7,1.0,6,13.1,7,21.8,5,33.5,1,5.5,8,0.5,10,38.7,6,15.0,5
98,98,367,Reggie Jackson,SG,5,LAC,5,75,3,75,2,6.4,4,16.3,2,6.8,3,0.3,8,9.5,3,0.4,10,0.5,7,1.8,6,2.2,7,0.8,5,0.5,8,3.1,7,3.6,8,4.8,3,2.1,4,0.7,8,0.2,9,2.3,3,2.1,7,16.8,4,12.1,9,0.5,9,0.4,6,0.1,9,1.8,8,10.2,9,6.1,9,24.6,3,1.2,8,0.5,10,11.8,5,27.6,2,-1.7,10,2.0,5,0.4,10,0.0,10,-1.4,9,-1.6,10,-3.0,10,-0.6,10,16.3,4,14.499999999999998,8,19.0,5,10.6,4,14.000000000000002,2,41.9,5,11.3,7
99,99,368,LeBron James,C,5,LAL,5,56,8,56,6,11.4,1,21.8,1,8.0,1,0.4,3,13.8,1,0.6,2,0.6,2,4.5,2,6.0,1,0.8,5,1.1,4,7.1,2,8.2,2,6.2,2,1.8,6,1.3,2,1.1,1,3.5,1,2.2,6,30.3,1,26.2,1,0.6,5,0.4,6,0.3,3,3.3,5,20.4,2,11.8,3,30.6,2,1.7,4,2.5,3,12.5,4,32.3,1,5.2,1,2.3,4,7.5,2,0.2,2,6.9,1,0.8,3,7.7,1,5.1,1,13.8,7,32.5,2,14.099999999999998,7,7.3,6,9.4,4,36.70000000000001,7,12.2,7
100,100,378,Cameron Johnson,PF,5,PHO,5,66,6,16,10,4.2,7,9.2,8,5.9,3,0.4,3,3.3,9,0.5,7,0.6,2,1.5,7,1.7,8,0.9,2,0.6,7,3.5,6,4.1,7,1.5,9,2.1,4,0.9,5,0.2,9,0.7,10,1.7,9,12.5,7,15.2,5,0.6,5,0.6,2,0.2,6,2.7,6,14.0,5,8.5,5,7.7,9,1.6,4,0.8,8,6.7,10,17.5,8,3.2,3,2.4,4,5.6,3,0.2,2,2.0,3,0.7,3,2.7,2,2.1,3,18.6,2,12.7,9,14.7,7,4.1000000000000005,9,4.1000000000000005,7,64.4,2,22.6,2
101,101,383,Keldon Johnson,SF,5,SAS,5,75,3,74,2,6.3,4,13.5,4,5.3,5,0.4,3,8.2,4,0.5,7,0.6,2,2.4,5,3.1,4,0.8,5,1.1,4,5.0,3,6.1,3,2.1,7,1.8,6,0.8,7,0.2,9,1.2,7,2.0,7,17.0,4,15.2,5,0.6,5,0.4,6,0.2,6,3.5,4,16.7,4,10.0,4,9.5,8,1.2,8,0.5,10,7.6,9,21.3,5,2.9,4,2.0,5,4.9,5,0.1,6,0.7,5,-1.2,9,-0.5,7,0.9,6,13.4,7,21.8,5,29.5,2,6.4,7,2.9000000000000004,8,39.400000000000006,6,13.8,6
102,102,391,Nikola Jokić,C,5,DEN,5,74,3,74,2,10.3,1,17.7,2,3.9,7,0.3,8,13.8,1,0.6,2,0.6,2,5.1,1,6.3,1,0.8,5,2.8,1,11.0,1,13.8,1,7.9,1,2.1,4,1.5,1,0.9,2,3.8,1,2.6,3,27.1,1,32.8,1,0.7,1,0.2,9,0.4,2,9.6,1,35.5,1,23.0,1,42.6,1,2.2,2,2.3,3,15.6,2,31.9,1,10.8,1,4.5,1,15.2,1,0.3,1,9.2,1,4.5,1,13.7,1,9.8,1,10.2,9,26.8,3,38.4,1,8.200000000000001,6,4.6,7,22.0,9,12.4,7
103,103,397,Herbert Jones,PF,5,NOP,5,78,1,69,3,3.5,9,7.4,9,2.2,9,0.3,8,5.2,7,0.5,7,0.5,7,1.8,6,2.1,7,0.8,5,1.3,3,2.5,9,3.8,7,2.1,7,1.6,7,1.7,1,0.8,3,1.3,7,3.1,1,9.5,9,12.3,9,0.6,5,0.3,8,0.3,3,4.5,3,9.6,9,7.0,7,10.0,8,2.7,1,2.5,3,13.4,3,13.7,10,2.1,6,2.5,3,4.6,5,0.1,6,-2.0,10,1.5,2,-0.5,7,0.9,6,10.7,9,41.3,1,20.5,5,1.6,10,7.3,5,29.299999999999997,8,14.4,6
104,104,406,Cory Joseph,PG,5,DET,5,65,7,39,8,2.7,10,6.2,10,2.4,9,0.4,3,3.7,9,0.5,7,0.5,7,1.5,7,1.7,8,0.9,2,0.4,9,2.2,10,2.7,10,3.6,5,2.8,2,0.6,9,0.3,8,1.3,7,2.3,5,8.0,10,11.4,9,0.6,5,0.4,6,0.3,3,1.9,8,10.3,9,5.9,9,21.8,4,1.3,7,1.0,7,15.9,2,14.3,9,1.7,7,0.8,9,2.5,8,0.1,6,-2.0,10,-0.1,6,-2.1,9,0.0,9,14.7,6,22.0,5,21.0,4,6.5,7,11.3,2,39.2,6,11.2,8
105,105,411,Luke Kennard,SG,5,LAC,5,70,4,13,10,4.1,8,9.1,8,6.0,3,0.4,3,3.1,10,0.4,10,0.6,2,1.0,9,1.1,9,0.9,2,0.3,10,3.0,8,3.3,9,2.1,7,2.3,3,0.6,9,0.1,10,0.9,9,1.4,10,11.9,7,13.3,8,0.6,5,0.7,1,0.1,9,1.1,10,11.2,7,6.3,8,11.2,7,1.1,8,0.3,10,8.2,9,16.8,8,2.8,4,1.7,6,4.5,5,0.1,6,0.8,5,-0.3,6,0.5,5,1.2,5,20.8,1,5.0,10,8.6,10,12.1,3,8.1,4,66.2,1,23.2,2
106,106,418,Maxi Kleber,PF,5,DAL,5,59,8,21,9,2.4,10,6.0,10,4.3,6,0.3,8,1.7,10,0.6,2,0.5,7,0.8,9,1.1,9,0.7,9,1.2,3,4.7,4,5.9,3,1.2,10,1.5,8,0.5,10,1.0,2,0.8,10,2.3,5,7.0,10,11.0,10,0.5,9,0.7,1,0.2,6,5.4,3,21.5,2,13.4,2,6.5,10,1.0,9,3.6,1,10.9,6,13.3,10,0.7,9,2.3,4,3.0,7,0.1,6,-1.6,9,1.2,2,-0.4,7,0.6,8,19.9,1,16.400000000000002,7,5.1,10,4.0,9,2.5,8,72.0,1,26.5,1
107,107,433,Kyle Kuzma,PF,5,WAS,5,66,6,66,4,6.4,4,14.2,3,5.7,4,0.3,8,8.5,4,0.5,7,0.5,7,2.4,5,3.3,4,0.7,9,1.1,4,7.4,1,8.5,2,3.5,5,1.3,9,0.6,9,0.9,2,2.6,3,1.9,8,17.1,4,15.2,5,0.6,5,0.4,6,0.2,6,3.6,4,24.3,2,14.1,2,16.3,5,0.9,10,2.2,3,14.1,3,24.2,3,0.0,10,2.0,5,2.0,9,0.0,10,0.2,6,-0.4,7,-0.2,7,1.0,6,14.8,6,16.7,7,26.0,2,10.8,4,6.5,6,40.0,6,11.9,7
108,108,442,Zach LaVine,SG,5,CHI,5,67,5,67,4,8.4,2,17.7,2,7.1,2,0.4,3,10.6,2,0.5,7,0.6,2,4.8,1,5.6,2,0.8,5,0.3,10,4.3,4,4.6,5,4.5,3,1.7,7,0.6,9,0.3,8,2.6,3,1.8,8,24.4,1,20.0,2,0.6,5,0.4,6,0.3,3,1.1,10,13.8,5,7.4,7,20.8,4,0.9,10,0.9,8,11.2,6,28.8,2,4.5,2,1.3,8,5.8,3,0.1,6,3.9,1,-1.5,10,2.4,3,2.6,2,15.2,5,26.400000000000002,3,10.299999999999999,9,8.6,5,14.7,1,40.0,6,11.8,7
109,109,447,Caris LeVert,SG,5,TOT,5,58,8,49,7,6.5,3,14.7,3,4.4,6,0.3,8,10.3,3,0.5,7,0.5,7,2.5,4,3.3,4,0.8,5,0.7,6,2.9,8,3.7,8,4.3,4,2.3,3,0.9,5,0.4,6,1.9,4,2.3,5,17.0,4,15.1,5,0.5,9,0.3,8,0.2,6,2.7,6,10.7,8,6.7,8,22.0,4,1.4,6,1.1,6,10.3,7,25.4,3,1.2,8,1.0,9,2.2,8,0.1,6,0.0,6,-1.2,9,-1.2,8,0.4,8,12.8,8,20.7,5,26.0,2,20.1,1,3.2,8,29.999999999999986,8,9.2,9
110,110,452,Damian Lillard,PG,5,POR,5,29,10,29,9,7.7,2,19.0,1,9.8,1,0.3,8,9.2,3,0.5,7,0.5,7,5.5,1,6.2,1,0.9,2,0.4,9,3.7,6,4.1,7,7.3,1,2.5,3,0.6,9,0.4,6,2.9,2,1.3,10,24.0,1,18.5,3,0.6,5,0.5,3,0.3,3,1.3,10,11.6,7,6.2,9,34.0,1,0.8,10,1.0,7,11.6,5,29.3,2,1.7,7,0.1,10,1.7,9,0.1,6,4.0,1,-2.7,10,1.3,4,0.9,6,17.9,2,23.9,4,7.1,10,7.3999999999999995,6,10.100000000000001,3,51.5,3,16.9,4
111,111,453,Nassir Little,SF,5,POR,5,42,10,23,9,3.5,9,7.5,9,3.7,8,0.3,8,3.8,9,0.6,2,0.5,7,1.6,7,2.2,7,0.7,9,1.4,3,4.2,5,5.6,4,1.3,9,1.3,9,0.6,9,0.9,2,1.0,8,2.0,7,9.8,9,13.5,7,0.6,5,0.5,3,0.3,3,5.7,3,18.7,3,11.9,3,7.4,9,1.1,8,3.3,2,10.1,7,15.8,9,1.2,8,0.6,10,1.7,9,0.1,6,-0.9,8,-0.6,7,-1.4,9,0.2,9,14.9,6,28.299999999999997,3,14.000000000000002,8,3.8,9,5.1,7,48.800000000000004,4,16.8,4
112,112,462,Kyle Lowry,PG,5,MIA,5,63,7,63,5,4.4,7,10.0,7,6.1,3,0.4,3,3.9,9,0.5,7,0.6,2,2.3,5,2.8,5,0.8,5,0.5,8,4.0,5,4.5,6,7.5,1,2.8,2,1.1,3,0.3,8,2.7,2,2.8,2,13.4,6,15.0,6,0.6,5,0.6,2,0.3,3,1.8,8,13.0,6,7.5,6,32.3,1,1.6,4,0.8,8,19.3,1,18.2,7,3.7,3,2.7,3,6.4,3,0.1,6,1.1,4,0.8,3,2.0,3,2.1,3,19.8,1,12.1,9,9.1,10,9.1,5,8.799999999999999,4,60.900000000000006,2,20.5,2
113,113,470,Terance Mann,SF,5,LAC,5,81,1,33,8,4.1,8,8.5,8,2.6,9,0.4,3,6.0,6,0.5,7,0.5,7,1.6,7,2.0,7,0.8,5,1.3,3,4.0,5,5.2,5,2.6,6,2.6,2,0.7,8,0.3,8,1.0,8,2.2,6,10.8,8,13.4,7,0.6,5,0.3,8,0.2,6,4.9,3,14.3,5,9.7,4,13.1,6,1.2,8,0.8,8,9.9,7,16.0,8,3.1,4,2.4,4,5.5,4,0.1,6,-0.8,8,0.2,5,-0.6,8,0.8,7,12.3,8,31.3,3,18.0,6,13.8,2,6.800000000000001,5,30.10000000000001,8,9.4,9
114,114,473,Lauri Markkanen,SF,5,CLE,5,61,7,61,5,5.1,6,11.5,5,6.2,3,0.4,3,5.3,7,0.6,2,0.5,7,2.3,5,2.6,5,0.9,2,1.0,4,4.7,4,5.7,4,1.3,9,1.4,8,0.7,8,0.5,4,0.9,9,2.1,7,14.8,6,14.7,6,0.6,5,0.5,3,0.2,6,3.5,4,16.5,4,10.2,4,6.6,10,1.2,8,1.4,5,6.5,10,19.5,6,2.7,5,2.3,4,5.0,4,0.1,6,0.4,6,-0.1,6,0.4,6,1.1,6,16.5,4,22.6,5,14.399999999999999,7,6.1,7,2.8000000000000003,8,54.1,2,18.4,3
115,115,476,Cody Martin,SF,5,CHO,5,71,4,11,10,2.9,10,6.0,10,2.2,9,0.4,3,3.7,9,0.5,7,0.6,2,1.1,9,1.5,8,0.7,9,1.2,3,2.9,8,4.0,7,2.5,7,2.8,2,1.2,3,0.5,4,0.9,9,1.6,9,7.7,10,12.7,8,0.6,5,0.4,6,0.2,6,4.6,3,11.7,7,8.1,6,12.4,7,2.3,2,1.6,4,11.5,5,12.1,10,2.4,5,1.5,7,3.9,6,0.1,6,-1.2,9,0.7,3,-0.5,7,0.7,7,12.1,8,39.0,2,13.700000000000001,8,4.5,8,5.2,7,37.599999999999994,6,15.3,5
116,116,481,Garrison Mathews,SG,5,HOU,5,65,7,33,8,2.8,10,7.1,9,5.9,3,0.4,3,1.2,10,0.6,2,0.6,2,2.2,5,2.8,5,0.8,5,0.5,8,2.4,10,2.9,10,1.0,10,1.7,7,0.9,5,0.4,6,0.6,10,2.6,3,10.0,9,11.0,10,0.6,5,0.8,1,0.4,2,2.0,7,10.2,9,6.1,9,5.3,10,1.6,4,1.3,5,7.1,10,14.4,9,2.2,6,0.5,10,2.8,8,0.1,6,-1.3,9,-1.0,8,-2.3,10,-0.1,10,22.5,1,10.4,9,4.1000000000000005,10,0.8999999999999999,10,0.8999999999999999,10,83.7,1,32.0,1
117,117,484,Tyrese Maxey,PG,5,PHI,5,75,3,74,2,6.4,4,13.3,4,4.1,7,0.4,3,9.1,3,0.5,7,0.6,2,2.8,4,3.3,4,0.9,2,0.3,10,2.9,8,3.2,9,4.3,4,3.6,1,0.7,8,0.4,6,1.2,7,2.1,7,17.5,4,16.2,4,0.6,5,0.3,8,0.2,6,1.1,10,8.9,10,5.1,10,19.1,4,1.0,9,1.1,6,7.4,9,20.2,6,5.4,1,1.9,6,7.3,2,0.1,6,1.3,4,-0.7,8,0.6,5,1.8,4,12.9,8,25.8,4,23.7,3,12.1,3,7.3,5,31.099999999999994,8,8.9,9
118,118,490,CJ McCollum,SG-PG,5,TOT,5,62,7,62,5,8.6,2,18.8,1,7.6,2,0.4,3,11.2,2,0.5,7,0.5,7,1.9,6,2.7,5,0.7,9,0.9,5,3.5,6,4.3,6,5.1,3,2.6,2,1.1,3,0.4,6,2.0,4,2.0,7,22.1,2,18.3,3,0.6,5,0.4,6,0.2,6,2.6,6,11.5,7,6.9,7,26.1,2,1.6,4,1.0,7,9.3,8,27.5,2,2.6,5,1.0,9,3.6,6,0.1,6,3.2,2,-1.3,9,1.9,3,2.1,3,16.2,4,12.7,9,18.3,6,16.2,2,12.5,2,40.3,6,10.4,8
119,119,493,T.J. McConnell,PG,5,IND,5,27,10,8,10,3.7,8,7.7,9,1.2,10,0.3,8,6.5,6,0.5,7,0.5,7,0.7,10,0.9,10,0.8,5,0.7,6,2.6,9,3.3,9,4.9,3,4.5,1,1.1,3,0.4,6,1.1,8,2.0,7,8.5,9,15.1,5,0.5,9,0.2,9,0.1,9,3.4,5,12.2,6,7.7,6,28.7,2,2.2,2,1.3,5,11.7,5,16.2,8,1.0,8,0.4,10,1.3,10,0.1,6,-0.4,7,1.4,2,0.9,5,0.5,8,10.0,9,27.400000000000002,3,33.2,1,17.299999999999997,2,6.3,6,15.799999999999997,9,9.4,9
120,120,494,Jaden McDaniels,PF,5,MIN,5,70,4,31,9,3.6,9,7.9,9,3.6,8,0.3,8,4.3,8,0.6,2,0.5,7,0.8,9,1.0,10,0.8,5,1.1,4,3.1,7,4.2,7,1.1,10,1.0,10,0.7,8,0.8,3,1.1,8,3.2,1,9.2,9,10.3,10,0.6,5,0.5,3,0.1,9,4.4,3,13.2,6,8.7,5,6.1,10,1.4,6,2.9,2,11.4,6,15.3,9,0.7,9,1.7,6,2.4,8,0.1,6,-2.9,10,-0.1,6,-2.9,10,-0.4,10,13.8,7,28.299999999999997,3,17.9,6,5.4,8,2.9000000000000004,8,45.50000000000001,4,15.7,5
121,121,496,Doug McDermott,PF,5,SAS,5,51,9,51,7,4.2,7,9.1,8,5.0,5,0.4,3,4.1,9,0.5,7,0.6,2,0.8,9,1.0,10,0.8,5,0.4,9,1.9,10,2.3,10,1.3,9,1.6,7,0.3,10,0.1,10,0.8,10,1.5,9,11.3,8,11.4,9,0.6,5,0.6,2,0.1,9,1.5,9,8.4,10,4.9,10,7.3,9,0.5,10,0.4,10,8.1,9,18.3,7,1.1,8,0.5,10,1.6,9,0.1,6,-0.4,7,-2.1,10,-2.5,10,-0.1,10,16.6,3,17.599999999999998,7,18.5,5,6.0,7,2.8000000000000003,8,55.10000000000001,2,18.6,3
122,122,507,Khris Middleton,SF,5,MIL,5,66,6,66,4,6.8,3,15.5,3,6.6,3,0.4,3,8.9,4,0.5,7,0.5,7,3.9,2,4.4,3,0.9,2,0.6,7,4.8,3,5.4,4,5.4,2,1.9,6,1.2,3,0.3,8,2.9,2,2.4,4,20.1,2,18.1,3,0.6,5,0.4,6,0.3,3,2.1,7,15.3,4,8.8,5,25.5,3,1.7,4,0.8,8,14.2,3,26.7,3,3.2,3,2.2,4,5.3,4,0.1,6,1.9,3,-0.3,6,1.6,4,1.9,3,17.3,3,10.4,9,14.000000000000002,8,18.9,1,14.2,1,42.5,5,11.6,7
