,index,Player,Pos,Team,Team ranked,GS,GS ranked,FG,FG ranked,FGA,FGA ranked,3PA,3PA ranked,3P%,3P% ranked,2PA,2PA ranked,2P%,2P% ranked,eFG%,eFG% ranked,FT,FT ranked,FTA,FTA ranked,FT%,FT% ranked,ORB,ORB ranked,DRB,DRB ranked,TRB,TRB ranked,AST,AST ranked,STL,STL ranked,BLK,BLK ranked,AST/TOV,AST/TOV ranked,TOV,TOV ranked,PF,PF ranked,PTS,PTS ranked,PER,PER ranked,TS%,TS% ranked,3PAr,3PAr ranked,FTr,FTr ranked,ORB%,ORB% ranked,DRB%,DRB% ranked,TRB%,TRB% ranked,AST%,AST% ranked,STL%,STL% ranked,BLK%,BLK% ranked,TOV%,TOV% ranked,USG%,USG% ranked,OWS,OWS ranked,DWS,DWS ranked,WS,WS ranked,WS/48,WS/48 ranked,OBPM,OBPM ranked,DBPM,DBPM ranked,BPM,BPM ranked,VORP,VORP ranked,Average distance (ft.) of FGA,Average distance (ft.) of FGA ranked,%FGA 0-3,%FGA 0-3 ranked,%FGA 3-10,%FGA 3-10 ranked,%FGA 10-16,%FGA 10-16 ranked,%FGA 16-3P,%FGA 16-3P ranked,%FGA 3P,%FGA 3P ranked,std_areas_FGA,std_areas_FGA ranked
206,206.0,Jakob Poeltl,C,TOR,5,25.0,9,5.8,4,8.8,7,0.0,10,,10,8.8,4,0.65,1,0.65,1,1.6,7,2.8,6,0.57,10,3.2,1,5.9,2,9.1,1,2.2,8,1.2,2,1.3,1,2.0,5,1.1,8,3.0,1,13.1,6,23.1,1,0.65,1,0.0,10,0.31,4,12.5,1,26.4,1,19.0,1,12.1,7,2.1,2,4.7,1,10.0,8,17.5,7,1.9,6,1.2,8,3.1,7,0.21,1,2.2,2,1.5,2,3.6,2,1.0,6,4.2,10,46.5,2,36.5,1,11.3,4,0.0,10,5.700000000000003,10,18.2,3
207,207.0,Jordan Poole,PG,GSW,5,43.0,7,6.7,3,15.6,3,7.8,1,0.34,7,7.8,5,0.52,7,0.51,9,4.4,2,5.1,2,0.87,2,0.4,9,2.4,9,2.7,10,4.5,3,0.8,7,0.3,7,1.5,8,3.1,1,2.6,3,20.4,3,14.6,7,0.57,7,0.5,3,0.32,4,1.5,9,8.5,10,5.0,10,22.5,3,1.2,8,0.8,8,14.7,3,29.2,2,1.4,7,1.9,5,3.2,6,0.06,8,-0.1,7,-1.8,10,-1.9,9,0.1,9,17.3,2,13.4,9,21.0,4,8.1,6,7.7,4,49.8,3,15.7,5
208,208.0,Kevin Porter Jr.,PG,HOU,5,59.0,5,6.6,3,15.0,3,6.5,2,0.37,4,8.5,4,0.5,8,0.52,8,3.5,3,4.5,3,0.78,6,1.3,4,4.0,5,5.3,4,5.7,2,1.4,1,0.3,7,1.8,6,3.2,1,2.6,3,19.2,3,16.2,5,0.56,8,0.44,4,0.3,4,4.1,5,13.1,6,8.5,6,25.7,3,2.0,2,0.8,8,15.8,2,24.3,3,1.9,6,1.0,8,2.9,7,0.07,8,1.4,4,-0.8,8,0.6,6,1.3,5,15.7,4,15.299999999999999,8,22.1,4,11.5,4,7.6,4,43.5,5,12.7,7
209,209.0,Michael Porter Jr.,SF,DEN,5,62.0,4,6.4,3,13.2,4,7.3,2,0.41,1,5.9,6,0.58,3,0.6,2,1.5,8,1.9,8,0.8,6,1.0,5,4.5,4,5.5,4,1.0,10,0.6,9,0.5,4,0.9,10,1.1,8,1.9,8,17.4,4,16.8,4,0.62,3,0.56,2,0.15,9,4.2,5,17.2,4,10.9,4,5.3,10,1.0,9,1.4,5,7.3,10,22.7,4,2.6,5,1.8,5,4.3,5,0.12,5,2.0,3,-1.8,10,0.2,6,1.0,6,17.7,2,16.5,7,10.299999999999999,10,6.1,7,10.9,2,56.2,2,18.4,3
210,210.0,Bobby Portis,PF,MIL,5,22.0,9,5.7,5,11.5,5,3.7,7,0.37,4,7.8,5,0.56,4,0.56,5,1.4,8,1.8,8,0.77,7,2.2,2,7.4,1,9.6,1,1.5,9,0.4,10,0.2,9,1.2,9,1.2,8,1.6,9,14.1,6,17.8,3,0.57,7,0.32,7,0.16,9,9.2,2,28.6,1,19.3,1,8.7,8,0.8,10,0.7,8,8.6,9,21.7,4,2.5,5,2.8,2,5.3,4,0.14,3,1.2,4,-0.6,7,0.7,5,1.2,5,13.3,7,23.0,5,20.200000000000003,5,17.2,2,7.6,4,32.0,7,7.9,10
211,211.0,Kristaps Porziņģis,C,WAS,5,65.0,4,7.8,2,15.7,3,5.5,4,0.38,3,10.2,2,0.56,4,0.56,5,5.4,1,6.4,1,0.85,3,1.8,3,6.6,1,8.4,2,2.7,6,0.9,6,1.5,1,1.3,9,2.1,3,3.0,1,23.2,2,23.1,1,0.63,2,0.35,7,0.41,1,6.2,3,21.8,2,14.3,2,12.9,7,1.3,7,4.0,1,10.2,7,27.4,2,5.0,1,2.7,2,7.7,1,0.17,2,3.8,2,0.5,4,4.3,1,3.4,1,15.1,5,16.6,7,22.8,4,16.2,2,9.4,2,34.999999999999986,7,8.6,10
212,212.0,Norman Powell,SG,LAC,5,8.0,10,5.7,5,11.8,5,4.8,5,0.4,2,7.1,5,0.53,6,0.56,5,3.8,3,4.6,3,0.81,5,0.4,9,2.5,9,2.9,10,1.8,8,0.8,7,0.3,7,1.1,10,1.7,5,2.1,7,17.0,4,17.1,4,0.61,3,0.4,6,0.39,2,1.7,9,10.7,8,6.3,9,11.0,8,1.6,4,1.0,6,10.8,7,26.0,3,2.1,5,1.4,7,3.5,6,0.11,5,0.9,5,-0.7,8,0.3,6,0.9,6,14.1,6,24.099999999999998,5,20.7,5,8.7,5,6.1,4,40.4,6,12.3,7
213,213.0,Immanuel Quickley,SG,NYK,5,21.0,10,5.2,6,11.6,5,5.6,4,0.37,4,6.0,6,0.52,7,0.54,6,2.5,5,3.1,5,0.82,5,0.7,7,3.4,6,4.2,7,3.4,5,1.0,4,0.2,9,2.8,2,1.2,8,2.0,8,14.9,5,16.3,4,0.58,6,0.48,4,0.26,6,2.7,7,13.1,6,7.9,6,17.4,4,1.7,3,0.6,9,8.7,9,20.9,5,4.4,2,2.3,3,6.7,2,0.14,3,1.3,4,0.4,5,1.7,4,2.1,3,16.5,3,12.7,9,20.5,5,12.7,3,5.6000000000000005,5,48.49999999999999,4,15.0,6
214,214.0,Julius Randle,PF,NYK,5,77.0,1,8.5,2,18.6,1,8.3,1,0.34,7,10.3,2,0.55,5,0.54,6,5.2,1,6.9,1,0.76,7,1.8,3,8.1,1,10.0,1,4.1,4,0.6,9,0.3,7,1.5,8,2.8,2,3.0,1,25.1,1,20.3,2,0.58,6,0.44,4,0.37,2,5.6,4,25.2,1,15.4,2,18.5,4,0.9,10,0.7,8,11.5,6,29.5,2,5.0,1,3.1,1,8.1,1,0.14,3,3.9,2,-0.2,6,3.7,2,3.9,1,15.3,5,22.0,5,14.899999999999999,8,12.3,3,6.4,4,44.4,4,13.2,7
215,215.0,Austin Reaves,SG,LAL,5,22.0,9,4.0,8,7.7,8,3.4,7,0.4,2,4.3,8,0.63,1,0.62,2,3.6,3,4.1,3,0.86,3,0.5,8,2.5,9,3.0,9,3.4,5,0.5,10,0.3,7,2.3,4,1.5,6,1.7,9,13.0,6,14.9,6,0.69,1,0.44,4,0.54,1,2.0,8,9.0,9,5.6,9,15.7,5,0.8,10,0.9,7,14.0,3,16.2,8,4.1,2,1.4,7,5.4,3,0.14,3,0.6,6,0.1,5,0.7,5,1.2,5,15.4,4,18.4,7,19.400000000000002,6,12.9,3,5.3,5,44.00000000000001,4,13.0,7
216,216.0,Cam Reddish,SF,TOT,5,20.0,10,3.5,9,7.8,8,3.6,7,0.31,9,4.2,9,0.56,4,0.52,8,1.6,7,1.9,8,0.85,3,0.5,8,1.8,10,2.2,10,1.4,10,1.0,4,0.4,6,1.2,9,1.2,8,1.8,9,9.7,9,10.6,9,0.56,8,0.46,4,0.24,7,2.0,8,8.1,10,5.0,10,8.1,9,1.9,2,1.3,5,12.0,5,17.1,7,0.3,9,0.7,10,0.9,10,0.05,9,-2.6,10,-0.8,8,-3.4,10,-0.4,10,13.5,7,26.6,4,18.9,6,5.4,8,1.6,8,47.5,4,16.4,4
217,217.0,Mitchell Robinson,C,NYK,5,58.0,5,3.2,9,4.7,10,0.0,10,,10,4.7,8,0.67,1,0.67,1,1.0,9,2.1,7,0.48,10,4.5,1,4.9,4,9.4,1,0.9,10,0.9,6,1.8,1,1.3,9,0.7,10,2.7,3,7.4,10,18.9,3,0.65,1,0.0,10,0.44,1,18.4,1,20.0,3,19.2,1,4.5,10,1.7,3,6.5,1,10.9,6,10.1,10,4.0,2,2.6,2,6.5,2,0.2,1,1.0,5,1.4,2,2.4,3,1.7,4,1.2,10,91.8,1,7.5,10,0.4,10,0.4,10,-0.10000000000000853,10,36.0,1
218,218.0,Terry Rozier,SG,CHO,5,63.0,4,7.8,2,18.9,1,8.0,1,0.33,7,10.8,2,0.48,9,0.48,10,2.8,4,3.5,4,0.81,5,0.8,7,3.3,7,4.1,7,5.1,3,1.2,2,0.3,7,2.4,3,2.1,3,1.9,8,21.1,2,14.7,7,0.52,10,0.42,5,0.18,8,2.4,7,10.2,9,6.2,9,22.7,3,1.6,4,0.6,9,9.4,8,26.9,2,0.1,10,1.6,6,1.7,9,0.04,9,0.6,6,-1.1,9,-0.6,7,0.8,7,15.1,5,19.400000000000002,6,19.900000000000002,6,10.100000000000001,4,8.1,3,42.49999999999999,5,12.2,8
219,219.0,D'Angelo Russell,PG,TOT,5,71.0,2,6.3,4,13.4,4,6.9,2,0.4,2,6.5,6,0.55,5,0.57,4,2.5,5,3.0,5,0.83,4,0.5,8,2.5,9,3.0,9,6.2,2,1.0,4,0.4,6,2.4,3,2.6,2,2.0,8,17.8,3,16.3,4,0.6,4,0.52,3,0.23,7,1.7,9,8.5,10,5.2,10,27.4,2,1.4,6,1.1,6,15.1,3,22.7,4,3.1,4,1.9,5,5.1,4,0.11,5,2.1,3,-0.7,8,1.5,4,2.0,3,17.6,2,12.9,9,13.700000000000001,8,13.3,3,8.4,3,51.699999999999996,3,16.0,5
220,220.0,D'Angelo Russell,PG,TOT,5,71.0,2,6.3,4,13.4,4,6.9,2,0.4,2,6.5,6,0.55,5,0.57,4,2.5,5,3.0,5,0.83,4,0.5,8,2.5,9,3.0,9,6.2,2,1.0,4,0.4,6,2.4,3,2.6,2,2.0,8,17.8,3,16.3,4,0.6,4,0.52,3,0.23,7,1.7,9,8.5,10,5.2,10,27.4,2,1.4,6,1.1,6,15.1,3,22.7,4,3.1,4,1.9,5,5.1,4,0.11,5,2.1,3,-0.7,8,1.5,4,2.0,3,17.8,2,11.799999999999999,9,12.4,9,14.7,2,8.9,3,52.2,3,16.2,4
221,221.0,D'Angelo Russell,PG,MIN,5,54.0,6,6.3,4,13.5,4,7.0,2,0.39,3,6.4,6,0.55,5,0.57,4,2.6,5,3.1,5,0.86,3,0.5,8,2.5,9,3.1,9,6.2,2,1.1,3,0.4,6,2.3,4,2.7,2,2.2,6,17.9,3,16.1,5,0.6,4,0.52,3,0.23,7,1.8,9,8.5,10,5.2,10,27.0,2,1.6,4,1.0,6,15.5,2,22.8,4,2.3,5,1.5,7,3.8,6,0.1,6,1.9,3,-0.7,8,1.2,4,1.4,4,17.6,2,12.9,9,13.700000000000001,8,13.3,3,8.4,3,51.699999999999996,3,16.0,5
222,222.0,D'Angelo Russell,PG,MIN,5,54.0,6,6.3,4,13.5,4,7.0,2,0.39,3,6.4,6,0.55,5,0.57,4,2.6,5,3.1,5,0.86,3,0.5,8,2.5,9,3.1,9,6.2,2,1.1,3,0.4,6,2.3,4,2.7,2,2.2,6,17.9,3,16.1,5,0.6,4,0.52,3,0.23,7,1.8,9,8.5,10,5.2,10,27.0,2,1.6,4,1.0,6,15.5,2,22.8,4,2.3,5,1.5,7,3.8,6,0.1,6,1.9,3,-0.7,8,1.2,4,1.4,4,17.8,2,11.799999999999999,9,12.4,9,14.7,2,8.9,3,52.2,3,16.2,4
223,223.0,Domantas Sabonis,C,SAC,5,79.0,1,7.3,3,11.9,5,1.1,9,0.37,4,10.8,2,0.64,1,0.63,1,4.1,2,5.5,2,0.74,8,3.2,1,9.1,1,12.3,1,7.3,1,0.8,7,0.5,4,2.5,3,2.9,2,3.5,1,19.1,3,23.5,1,0.67,1,0.09,9,0.47,1,10.6,1,30.0,1,20.3,1,30.4,1,1.1,9,1.2,6,16.9,1,21.3,5,9.6,1,3.0,2,12.6,1,0.22,1,4.1,2,1.8,1,5.8,1,5.4,1,6.2,10,48.3,1,31.4,2,4.3999999999999995,8,5.800000000000001,5,10.100000000000009,9,17.2,4
224,224.0,Dennis Schröder,PG,LAL,5,50.0,6,4.1,7,9.8,6,3.4,7,0.33,7,6.4,6,0.46,10,0.47,10,3.3,3,3.8,4,0.86,3,0.3,10,2.2,10,2.5,10,4.5,3,0.8,7,0.2,9,2.6,2,1.7,5,2.2,6,12.6,7,11.5,9,0.55,8,0.35,7,0.39,2,1.2,10,7.5,10,4.4,10,20.1,4,1.2,8,0.4,10,12.8,5,18.6,6,1.3,7,1.5,7,2.8,7,0.07,8,-2.4,10,-0.5,7,-2.9,10,-0.4,10,14.4,6,16.8,7,20.8,5,18.0,2,9.8,2,34.599999999999994,7,8.1,10
225,225.0,Alperen Şengün,C,HOU,5,72.0,2,5.9,4,10.7,6,0.8,10,0.33,7,9.9,3,0.57,4,0.56,5,2.7,4,3.8,4,0.72,9,3.2,1,5.8,2,9.0,2,3.9,4,0.9,6,0.9,2,1.5,8,2.6,2,3.4,1,14.8,5,19.7,3,0.6,4,0.07,10,0.36,2,12.1,1,22.3,2,17.1,2,21.0,4,1.6,4,3.2,2,17.3,1,21.4,5,3.4,3,1.8,5,5.2,4,0.12,5,1.1,4,0.4,5,1.4,4,1.9,3,6.0,10,39.5,2,46.400000000000006,1,5.3,8,1.6,8,7.200000000000003,10,19.0,3
226,226.0,Pascal Siakam,PF,TOR,5,71.0,2,8.9,2,18.5,1,4.0,7,0.32,8,14.5,1,0.52,7,0.52,8,5.2,1,6.7,1,0.77,7,1.8,3,6.0,2,7.8,2,5.8,2,0.9,6,0.5,4,2.4,3,2.4,2,3.2,1,24.2,2,20.3,2,0.56,8,0.22,9,0.36,2,5.2,4,19.6,3,11.9,3,24.9,3,1.2,8,1.3,5,10.0,8,27.2,2,5.2,1,2.6,2,7.8,1,0.14,3,3.3,2,-0.1,6,3.1,2,3.4,1,12.2,8,19.2,6,29.2,2,15.9,2,12.6,1,23.10000000000001,9,5.8,10
227,227.0,Ben Simmons,PG,BRK,5,33.0,8,3.2,9,5.6,10,0.0,10,0.0,10,5.5,7,0.57,4,0.57,4,0.6,10,1.4,9,0.44,10,1.0,5,5.3,3,6.3,4,6.1,2,1.3,2,0.6,3,2.7,2,2.3,3,3.3,1,6.9,10,13.4,7,0.56,8,0.01,10,0.24,7,4.2,5,22.2,2,13.4,3,31.3,1,2.4,1,1.9,3,27.2,1,14.3,9,0.5,9,1.7,6,2.2,8,0.1,6,-2.2,9,2.6,1,0.4,6,0.7,7,4.8,10,43.0,2,46.400000000000006,1,9.4,5,0.4,10,0.799999999999983,10,20.5,2
228,228.0,Anfernee Simons,SG,POR,5,62.0,4,7.5,2,16.9,2,9.1,1,0.38,3,7.8,5,0.53,6,0.55,6,2.6,5,2.9,5,0.89,2,0.3,10,2.3,10,2.6,10,4.1,4,0.7,8,0.2,9,2.0,5,2.1,3,2.3,5,21.1,2,14.8,6,0.58,6,0.54,2,0.17,8,0.9,10,7.6,10,4.3,10,18.6,4,0.9,10,0.6,9,10.2,7,25.1,3,2.1,5,0.3,10,2.5,8,0.05,9,1.3,4,-2.5,10,-1.1,8,0.5,7,17.9,2,16.6,7,12.4,9,9.2,5,8.0,3,53.8,3,17.2,4
229,229.0,Marcus Smart,PG,BOS,5,61.0,4,4.1,7,9.9,6,5.6,4,0.34,7,4.3,8,0.52,7,0.51,9,1.4,8,1.9,8,0.75,8,0.8,7,2.4,9,3.1,9,6.3,2,1.5,1,0.4,6,2.7,2,2.3,3,2.8,2,11.5,7,12.1,8,0.54,9,0.57,2,0.2,8,2.6,7,8.0,10,5.3,9,26.4,2,2.3,1,1.0,6,17.9,1,17.8,7,1.0,8,2.7,2,3.7,6,0.09,7,-1.8,9,0.8,3,-1.0,8,0.5,7,17.0,3,14.000000000000002,9,20.4,5,5.3,8,2.5,7,57.800000000000004,2,19.9,3
230,230.0,Dennis Smith Jr.,PG,CHO,5,15.0,10,3.4,9,8.4,8,2.1,9,0.22,10,6.3,6,0.48,9,0.44,10,1.4,8,2.0,7,0.74,8,0.5,8,2.6,9,3.1,9,4.8,3,1.4,1,0.5,4,3.2,1,1.5,6,2.3,5,8.8,9,11.6,9,0.48,10,0.25,8,0.24,7,2.0,8,11.0,8,6.4,9,26.1,2,2.6,1,1.6,4,14.1,3,17.6,7,-0.4,10,1.5,7,1.1,10,0.04,9,-3.5,10,1.2,2,-2.2,9,-0.1,9,11.4,8,33.0,3,23.200000000000003,3,9.3,5,10.0,2,24.5,8,9.1,9
231,231.0,Jabari Smith Jr.,PF,HOU,5,79.0,1,4.6,7,11.3,5,4.9,5,0.31,9,6.3,6,0.49,9,0.48,10,2.1,6,2.6,6,0.79,6,1.5,4,5.7,3,7.2,3,1.3,10,0.5,10,0.9,2,1.0,10,1.3,7,2.9,2,12.8,6,11.2,9,0.51,10,0.44,4,0.23,7,5.4,4,20.3,3,12.7,3,5.9,10,0.9,10,3.0,2,9.6,8,18.4,6,0.5,9,1.4,7,1.9,9,0.04,9,-2.3,10,-1.3,10,-3.7,10,-1.1,10,16.2,3,15.5,8,17.8,7,12.0,3,10.9,2,43.800000000000004,4,12.2,8
232,232.0,Jeremy Sochan,PF,SAS,5,53.0,6,4.5,7,9.9,6,2.4,8,0.25,10,7.5,5,0.52,7,0.48,10,1.4,8,2.1,7,0.7,9,1.7,3,3.6,6,5.3,4,2.5,7,0.8,7,0.4,6,1.5,8,1.7,5,2.5,4,11.0,8,11.4,9,0.51,10,0.24,9,0.21,8,6.9,2,15.6,4,11.0,3,13.6,6,1.4,6,1.3,5,13.9,3,19.8,6,-0.5,10,0.7,10,0.2,10,0.0,10,-2.8,10,-1.2,9,-4.0,10,-0.7,10,10.4,9,34.1,2,27.900000000000002,2,8.5,6,5.3,5,24.200000000000003,8,11.2,8
233,233.0,Isaiah Stewart,C,DET,5,47.0,7,3.9,8,8.8,7,4.1,7,0.33,7,4.7,8,0.54,5,0.52,8,2.2,6,3.0,5,0.74,8,2.3,2,5.8,2,8.1,2,1.4,10,0.4,10,0.7,3,1.0,10,1.4,7,2.7,3,11.3,7,13.1,8,0.56,8,0.46,4,0.34,3,8.7,2,23.3,2,15.8,2,7.3,9,0.7,10,2.1,2,11.8,6,17.3,7,1.1,8,0.9,9,2.0,8,0.07,8,-1.0,8,-1.1,9,-2.1,9,0.0,9,13.5,7,30.2,3,20.9,4,0.8999999999999999,10,1.6,8,46.400000000000006,4,17.4,4
234,234.0,Max Strus,SF,MIA,5,33.0,8,4.1,7,9.9,6,7.0,2,0.35,6,2.8,10,0.56,4,0.54,6,1.0,9,1.1,9,0.88,2,0.6,8,2.6,9,3.2,9,2.1,8,0.5,10,0.2,9,2.3,4,0.9,10,2.1,7,11.5,7,10.8,9,0.56,8,0.71,1,0.11,10,2.4,7,11.2,8,6.7,8,11.2,7,0.9,10,0.5,9,7.8,10,17.6,7,1.5,7,1.9,5,3.4,6,0.07,8,-0.8,8,-0.9,8,-1.7,9,0.2,9,19.4,1,13.8,9,11.4,9,2.3,9,1.0999999999999999,8,71.39999999999999,1,26.2,1
235,235.0,Jayson Tatum,SF,BOS,5,74.0,2,9.8,1,21.1,1,9.3,1,0.35,6,11.8,2,0.56,4,0.54,6,7.2,1,8.4,1,0.85,3,1.1,5,7.7,1,8.8,2,4.6,3,1.1,3,0.7,3,1.6,7,2.9,2,2.2,6,30.1,1,23.7,1,0.61,3,0.44,4,0.4,2,3.2,6,22.5,2,13.0,3,20.9,4,1.4,6,1.6,4,10.4,7,32.7,1,6.2,1,4.3,1,10.5,1,0.18,2,4.8,1,0.7,3,5.5,1,5.1,1,14.8,5,23.5,5,20.8,5,5.800000000000001,7,6.0,5,43.900000000000006,4,14.0,6
236,236.0,Klay Thompson,SF,GSW,5,69.0,3,7.9,2,18.1,2,10.6,1,0.41,1,7.6,5,0.47,10,0.56,5,1.7,7,1.9,8,0.88,2,0.6,8,3.6,6,4.1,7,2.4,7,0.7,8,0.4,6,1.3,9,1.8,4,1.9,8,21.9,2,14.7,7,0.58,6,0.58,2,0.1,10,1.9,8,11.7,7,6.9,8,11.0,8,1.0,9,1.1,6,8.6,9,26.4,3,1.2,8,1.9,5,3.1,7,0.07,8,1.5,4,-1.7,10,-0.3,7,1.0,6,19.6,1,5.800000000000001,10,12.3,9,11.4,4,12.1,1,58.4,2,19.3,3
237,237.0,Karl-Anthony Towns,PF,MIN,5,29.0,9,7.3,3,14.8,3,5.7,3,0.37,4,9.1,3,0.58,3,0.56,5,4.1,2,4.7,2,0.87,2,1.7,3,6.5,1,8.1,2,4.8,3,0.7,8,0.6,3,1.6,7,3.0,1,3.8,1,20.8,2,18.8,3,0.62,3,0.38,6,0.32,4,5.7,4,21.6,2,13.8,2,22.0,3,1.0,9,1.5,4,15.0,3,25.6,3,1.5,7,1.1,8,2.7,7,0.13,4,2.1,3,0.9,3,3.0,2,1.2,5,14.0,6,20.1,6,29.2,2,5.6000000000000005,7,6.800000000000001,4,38.3,6,12.7,7
238,238.0,Gary Trent Jr.,SG,TOR,5,44.0,7,6.1,4,14.2,3,6.8,2,0.37,4,7.3,5,0.49,9,0.52,8,2.6,5,3.1,5,0.84,4,0.5,8,2.2,10,2.6,10,1.6,9,1.6,1,0.2,9,2.0,5,0.8,10,1.5,10,17.4,4,15.0,6,0.56,8,0.48,4,0.22,7,1.5,9,8.2,10,4.6,10,7.4,9,2.4,1,0.6,9,5.1,10,21.7,4,2.5,5,2.0,4,4.5,4,0.1,6,0.2,6,0.0,6,0.2,6,1.2,5,17.6,2,11.600000000000001,9,12.8,9,11.799999999999999,3,15.0,1,48.8,3,14.5,6
239,239.0,P.J. Tucker,PF,PHI,5,75.0,1,1.3,10,3.0,10,1.9,9,0.39,3,1.1,10,0.48,9,0.55,6,0.3,10,0.3,10,0.83,4,1.3,4,2.7,9,3.9,8,0.8,10,0.5,10,0.2,9,1.3,9,0.6,10,2.4,5,3.5,10,5.7,10,0.57,7,0.62,2,0.1,10,5.9,3,12.1,7,9.1,5,3.9,10,1.0,9,0.7,8,15.8,2,6.5,10,0.9,8,1.7,6,2.5,8,0.06,8,-3.2,10,0.2,5,-3.0,10,-0.5,10,16.5,3,17.299999999999997,7,15.1,8,3.5999999999999996,9,1.7999999999999998,8,62.2,2,22.0,2
240,240.0,Myles Turner,C,IND,5,62.0,4,6.5,3,11.8,5,4.0,7,0.37,4,7.8,5,0.64,1,0.61,2,3.5,3,4.5,3,0.78,6,1.4,4,6.1,2,7.5,3,1.4,10,0.6,9,2.3,1,0.8,10,1.7,5,3.5,1,18.0,3,20.0,2,0.65,1,0.34,7,0.38,2,5.4,4,22.9,2,14.2,2,7.5,9,0.9,10,6.6,1,10.8,7,22.0,4,3.4,3,2.0,4,5.4,3,0.14,3,1.4,4,0.7,3,2.1,3,1.9,3,12.2,8,30.2,3,25.1,3,7.1,7,2.9000000000000004,7,34.7,7,12.7,7
241,241.0,Jonas Valančiūnas,C,NOP,5,79.0,1,5.6,5,10.3,6,1.4,9,0.35,6,8.9,3,0.58,3,0.57,4,2.3,5,2.8,6,0.83,4,2.8,1,7.3,1,10.2,1,1.8,8,0.3,10,0.7,3,0.9,10,2.0,4,3.1,1,14.1,6,19.3,3,0.61,3,0.13,9,0.28,5,13.0,1,33.3,1,23.1,1,11.1,7,0.5,10,2.5,2,14.8,3,23.4,3,2.8,4,3.0,2,5.8,3,0.14,3,0.0,6,-0.4,7,-0.4,7,0.8,7,8.1,9,35.699999999999996,2,32.5,1,13.4,3,3.9,6,14.5,9,12.1,8
242,242.0,Jarred Vanderbilt,PF,TOT,5,65.0,4,3.2,9,5.8,10,1.2,9,0.32,8,4.6,8,0.6,2,0.58,3,1.2,8,1.8,8,0.69,9,2.2,2,5.3,3,7.5,3,2.4,7,1.1,3,0.3,7,2.0,5,1.2,8,2.4,5,7.9,10,15.1,6,0.6,4,0.2,9,0.31,4,10.0,2,23.2,2,16.7,2,13.1,7,2.1,2,0.9,7,15.9,2,13.6,9,2.7,4,2.5,3,5.2,4,0.13,4,-0.6,8,1.6,1,1.1,4,1.5,4,7.7,9,47.9,1,28.199999999999996,2,3.1,9,0.8999999999999999,9,19.900000000000006,9,17.3,4
243,243.0,Jarred Vanderbilt,PF,TOT,5,65.0,4,3.2,9,5.8,10,1.2,9,0.32,8,4.6,8,0.6,2,0.58,3,1.2,8,1.8,8,0.69,9,2.2,2,5.3,3,7.5,3,2.4,7,1.1,3,0.3,7,2.0,5,1.2,8,2.4,5,7.9,10,15.1,6,0.6,4,0.2,9,0.31,4,10.0,2,23.2,2,16.7,2,13.1,7,2.1,2,0.9,7,15.9,2,13.6,9,2.7,4,2.5,3,5.2,4,0.13,4,-0.6,8,1.6,1,1.1,4,1.5,4,7.8,9,44.7,2,31.8,1,4.2,8,1.0,9,18.299999999999997,9,16.5,4
244,244.0,Jarred Vanderbilt,PF,TOT,5,65.0,4,3.2,9,5.8,10,1.2,9,0.32,8,4.6,8,0.6,2,0.58,3,1.2,8,1.8,8,0.69,9,2.2,2,5.3,3,7.5,3,2.4,7,1.1,3,0.3,7,2.0,5,1.2,8,2.4,5,7.9,10,15.1,6,0.6,4,0.2,9,0.31,4,10.0,2,23.2,2,16.7,2,13.1,7,2.1,2,0.9,7,15.9,2,13.6,9,2.7,4,2.5,3,5.2,4,0.13,4,-0.6,8,1.6,1,1.1,4,1.5,4,7.4,9,55.00000000000001,1,20.0,5,0.7000000000000001,10,0.7000000000000001,9,23.599999999999994,9,19.9,3
245,245.0,Jarred Vanderbilt,PF,UTA,5,41.0,7,3.3,9,6.0,10,1.1,9,0.33,7,4.9,7,0.61,2,0.59,2,1.3,8,2.0,7,0.66,9,2.3,2,5.5,3,7.9,2,2.7,6,1.0,4,0.3,7,2.1,5,1.3,7,2.6,3,8.3,10,16.0,5,0.61,3,0.18,9,0.33,3,10.6,1,24.5,2,17.6,2,15.3,6,2.0,2,1.0,6,16.0,2,14.1,9,2.1,5,1.6,6,3.6,6,0.14,3,0.0,6,1.5,2,1.5,4,1.1,6,7.7,9,47.9,1,28.199999999999996,2,3.1,9,0.8999999999999999,9,19.900000000000006,9,17.3,4
246,246.0,Jarred Vanderbilt,PF,UTA,5,41.0,7,3.3,9,6.0,10,1.1,9,0.33,7,4.9,7,0.61,2,0.59,2,1.3,8,2.0,7,0.66,9,2.3,2,5.5,3,7.9,2,2.7,6,1.0,4,0.3,7,2.1,5,1.3,7,2.6,3,8.3,10,16.0,5,0.61,3,0.18,9,0.33,3,10.6,1,24.5,2,17.6,2,15.3,6,2.0,2,1.0,6,16.0,2,14.1,9,2.1,5,1.6,6,3.6,6,0.14,3,0.0,6,1.5,2,1.5,4,1.1,6,7.8,9,44.7,2,31.8,1,4.2,8,1.0,9,18.299999999999997,9,16.5,4
