Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional
334,Taze Moore,SG,25,POR,3,10,14.2,.600,.400,.000,0.0,0.0,0.0,19.5,4.9,0.0,16.7,25.5,,0.0,0.0,0.0,.018,,-4.7,1.7,-3.0,0.0,mooreta02
335,Wendell Moore Jr.,SG,22,MIN,14,44,8.6,.500,.400,.000,0.0,14.7,7.8,6.1,5.6,2.0,23.1,13.0,,-0.1,0.1,0.0,.046,,-7.2,6.0,-1.3,0.0,moorewe01
336,Ja Morant,PG,24,MEM,9,318,20.3,.570,.300,.376,2.0,15.8,8.6,41.6,1.1,1.5,12.0,30.4,,0.5,0.3,0.8,.119,,2.6,0.4,3.1,0.4,moranja01
337,Marcus Morris,PF,34,PHI,37,637,10.4,.559,.439,.176,3.1,15.8,9.4,5.5,1.0,1.5,7.9,16.0,,0.3,0.6,0.9,.071,,-2.3,-1.2,-3.4,-0.2,morrima03
338,Markieff Morris,PF,34,DAL,17,156,5.8,.443,.612,.082,2.8,18.6,10.6,9.0,1.5,0.6,15.1,16.4,,-0.3,0.1,-0.1,-0.035,,-4.6,-1.3,-6.0,-0.2,morrima02
339,Monte Morris,PG,28,DET,6,68,8.3,.398,.333,.061,3.3,16.9,10.0,16.9,0.7,1.2,5.6,22.3,,-0.1,0.0,-0.1,-0.069,,-4.6,-2.3,-6.9,-0.1,morrimo01
340,Trey Murphy III,SF,23,NOP,26,669,13.9,.577,.697,.189,2.2,14.0,8.1,9.1,1.2,1.3,5.0,19.3,,0.8,0.7,1.5,.110,,0.8,-0.8,0.0,0.3,murphtr02
341,Dejounte Murray,SG,27,ATL,49,1715,16.7,.561,.349,.181,2.0,14.1,7.8,22.4,1.7,0.7,10.4,24.9,,2.0,0.7,2.7,.075,,1.3,-1.0,0.3,1.0,murrade01
342,Jamal Murray,PG,26,DEN,38,1214,20.4,.577,.355,.191,2.5,11.5,7.1,31.7,1.3,1.9,9.5,27.6,,2.5,1.2,3.8,.149,,4.7,-0.5,4.2,1.9,murraja01
343,Keegan Murray,SF,23,SAC,46,1496,13.5,.574,.514,.134,4.3,14.3,9.1,7.2,1.7,1.7,5.9,18.4,,1.4,1.4,2.8,.090,,-0.6,-0.6,-1.2,0.3,murrake02
344,Kris Murray,SF,23,POR,31,408,9.4,.494,.495,.108,5.5,10.9,8.0,7.3,2.9,1.5,12.8,13.9,,-0.2,0.4,0.2,.028,,-3.5,0.7,-2.8,-0.1,murrakr01
345,Mike Muscala,C,32,TOT,34,480,8.5,.512,.629,.177,6.7,16.1,11.3,7.9,0.6,2.0,11.9,13.3,,0.0,0.2,0.2,.019,,-3.3,-1.5,-4.8,-0.3,muscami01
345,Mike Muscala,C,32,WAS,24,338,7.6,.481,.567,.222,6.8,17.0,11.8,8.1,0.7,1.7,13.9,14.3,,-0.2,0.1,0.0,-0.007,,-4.6,-1.8,-6.4,-0.4,muscami01
345,Mike Muscala,C,32,DET,10,142,10.7,.602,.794,.059,6.2,13.8,9.9,7.3,0.3,2.9,5.4,11.0,,0.2,0.0,0.2,.080,,-0.1,-0.8,-0.9,0.0,muscami01
346,Svi Mykhailiuk,SF,26,BOS,22,168,7.4,.465,.825,.095,3.3,9.0,6.3,7.8,2.0,0.0,8.4,18.3,,-0.1,0.2,0.1,.023,,-4.3,-0.5,-4.8,-0.1,mykhasv01
347,Larry Nance Jr.,C,31,NOP,33,599,15.7,.666,.312,.240,8.0,23.0,15.5,9.7,2.8,2.1,14.3,11.5,,1.0,1.1,2.1,.167,,0.1,2.6,2.7,0.7,nancela02
348,Pete Nance,PF,23,CLE,2,4,-18.7,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,,0.0,0.0,0.0,-0.483,,-19.5,-8.9,-28.4,0.0,nancepe01
349,Andrew Nembhard,PG,24,IND,39,859,11.5,.550,.291,.116,2.9,6.3,4.6,25.4,1.7,0.3,18.1,18.8,,0.3,0.2,0.6,.033,,-1.6,-1.5,-3.1,-0.2,nembhan01
350,Aaron Nesmith,SF,24,IND,48,1299,14.1,.660,.529,.208,4.1,12.7,8.4,6.7,1.9,1.9,9.3,16.1,,2.0,0.8,2.9,.106,,0.5,0.0,0.4,0.8,nesmiaa01
351,Georges Niang,PF,30,CLE,50,1092,9.6,.559,.624,.098,1.8,16.6,9.4,8.0,0.5,0.8,8.4,17.4,,0.4,1.4,1.8,.080,,-2.7,0.0,-2.7,-0.2,niangge01
352,Daishen Nix,PG,21,MIN,7,24,8.6,.463,.727,.182,0.0,4.5,2.4,6.1,2.1,0.0,0.0,21.8,,0.0,0.0,0.0,.013,,-3.5,-0.8,-4.2,0.0,nixda01
353,Zeke Nnaji,PF,23,DEN,37,347,11.1,.522,.174,.424,13.5,12.0,12.7,7.3,1.3,4.9,18.0,16.7,,0.0,0.5,0.5,.063,,-4.7,-0.3,-5.0,-0.3,nnajize01
354,Jaylen Nowell,SG,24,MEM,9,156,6.6,.453,.418,.055,2.0,8.1,4.9,15.5,0.9,0.0,8.2,16.9,,-0.1,0.1,0.0,-0.008,,-6.0,-1.4,-7.4,-0.2,nowelja01
355,Markquis Nowell,SG,24,TOR,1,4,55.6,.532,.000,2.000,54.4,0.0,27.7,56.3,12.2,0.0,0.0,20.2,,0.0,0.0,0.1,.680,,28.9,14.4,43.3,0.0,nowelma01
356,Frank Ntilikina,PG,25,CHO,5,43,0.0,.253,.889,.222,2.5,13.9,7.8,11.3,0.0,0.0,9.2,11.0,,-0.1,0.0,-0.1,-0.103,,-10.0,-3.5,-13.5,-0.1,ntilila01
357,Jusuf Nurkić,C,29,PHO,49,1342,17.9,.575,.188,.364,11.8,30.1,21.5,18.7,1.8,3.1,16.5,19.8,,1.6,2.3,3.9,.140,,-0.7,1.5,0.8,1.0,nurkiju01
358,Jordan Nwora,SF,25,TOT,24,285,14.4,.581,.455,.198,5.1,14.5,9.7,14.2,1.7,0.9,12.0,22.1,,0.2,0.2,0.4,.070,,-0.3,-1.7,-2.0,0.0,nworajo01
358,Jordan Nwora,SF,25,IND,18,183,12.1,.541,.439,.134,5.0,15.7,10.3,12.7,1.5,0.4,12.1,22.5,,0.0,0.1,0.1,.022,,-1.9,-2.3,-4.2,-0.1,nworajo01
358,Jordan Nwora,SF,25,TOR,6,102,18.7,.660,.487,.333,5.3,12.2,8.7,16.8,1.9,1.7,11.8,21.3,,0.2,0.1,0.3,.154,,2.6,-0.7,1.9,0.1,nworajo01
359,Royce O'Neale,SF,30,BRK,49,1202,10.2,.544,.815,.068,3.3,16.9,9.9,14.9,1.3,2.2,13.2,13.7,,0.5,1.1,1.6,.065,,-1.5,0.9,-0.7,0.4,onealro01
360,Chuma Okeke,SF,25,ORL,31,374,7.8,.489,.724,.051,5.4,16.6,10.9,6.1,0.9,1.7,10.7,12.9,,-0.1,0.5,0.4,.046,,-2.6,-0.2,-2.8,-0.1,okekech01
361,Josh Okogie,SG,25,PHO,46,815,11.7,.540,.451,.514,8.9,9.4,9.2,8.2,2.5,2.2,10.5,12.6,,0.8,0.9,1.7,.101,,-1.7,0.9,-0.7,0.3,okogijo01
362,Onyeka Okongwu,C,23,ATL,50,1268,16.5,.680,.190,.324,10.9,18.6,14.6,7.0,0.8,3.7,10.5,13.2,,3.1,0.7,3.8,.145,,-0.1,-0.5,-0.6,0.4,okongon01
363,Isaac Okoro,SF,23,CLE,41,1077,11.5,.597,.383,.345,5.1,8.0,6.6,9.1,1.6,1.6,10.2,13.4,,1.2,1.5,2.7,.123,,-2.0,1.4,-0.6,0.4,okorois01
364,Kelly Olynyk,C,32,UTA,50,1019,17.1,.677,.326,.368,6.9,20.3,13.6,29.1,1.7,1.0,21.3,15.5,,2.4,0.9,3.3,.154,,1.2,1.6,2.8,1.2,olynyke01
365,Eugene Omoruyi,SF,26,WAS,21,146,24.4,.613,.274,.370,13.7,16.3,15.0,18.4,4.8,0.6,11.5,27.7,,0.3,0.2,0.5,.167,,2.7,1.4,4.1,0.2,omorueu01
366,Cedi Osman,SF,28,SAS,52,944,11.5,.594,.568,.162,2.1,13.0,7.5,13.1,1.4,0.8,9.4,15.6,,0.7,0.5,1.2,.063,,-1.6,-0.7,-2.3,-0.1,osmande01
367,Kelly Oubre Jr.,SF,28,PHI,38,1065,13.1,.553,.407,.236,4.3,12.5,8.4,5.1,2.0,1.7,6.5,19.8,,0.7,1.2,1.9,.084,,-1.5,-0.8,-2.2,0.0,oubreke01
368,Chris Paul,PG,38,GSW,32,882,14.3,.543,.486,.171,1.2,13.6,7.5,33.7,2.0,0.3,12.6,14.4,,1.7,0.8,2.5,.135,,0.1,1.0,1.1,0.7,paulch01
369,Cameron Payne,PG,29,MIL,47,702,12.4,.603,.590,.198,0.8,8.7,4.9,20.0,1.5,0.3,11.4,16.5,,1.0,0.4,1.4,.099,,-1.0,-0.5,-1.5,0.1,payneca01
370,Gary Payton II,SG,31,GSW,16,261,11.2,.524,.405,.114,6.7,13.3,10.0,6.6,3.1,1.7,10.8,15.0,,0.0,0.3,0.4,.071,,-2.8,2.1,-0.7,0.1,paytoga02
371,Drew Peterson,PF,24,BOS,1,3,43.4,1.500,1.000,.000,0.0,0.0,0.0,59.6,0.0,0.0,0.0,14.3,,0.0,0.0,0.0,.747,,28.4,13.5,41.9,0.0,peterdr01
372,Filip Petrušev,C,23,TOT,3,10,5.0,.521,.000,1.000,0.0,11.1,5.5,0.0,0.0,0.0,0.0,12.3,,0.0,0.0,0.0,.023,,-4.9,-3.3,-8.2,0.0,petrufi01
372,Filip Petrušev,C,23,PHI,1,3,4.0,,,,0.0,36.9,18.4,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.060,,-3.0,-2.1,-5.1,0.0,petrufi01
372,Filip Petrušev,C,23,SAC,2,7,5.4,.521,.000,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,,0.0,0.0,0.0,.006,,-5.7,-3.8,-9.5,0.0,petrufi01
373,Julian Phillips,SF,20,CHI,28,184,4.5,.481,.523,.250,3.6,7.5,5.5,5.8,0.3,3.4,12.5,13.3,,-0.1,0.1,0.0,-0.004,,-6.8,-1.0,-7.8,-0.3,phillju01
374,Jalen Pickett,SG,24,DEN,16,97,9.2,.571,.714,.071,1.2,11.3,6.3,15.7,1.5,0.0,17.2,15.6,,0.0,0.1,0.1,.052,,-2.4,-0.6,-3.0,0.0,pickeja02
375,Scotty Pippen Jr.,PG,23,MEM,7,156,16.8,.637,.346,.404,4.1,13.2,8.5,30.2,2.5,1.8,19.7,21.0,,0.2,0.2,0.4,.128,,0.7,1.9,2.6,0.2,pippesc02
376,Mason Plumlee,C,33,LAC,20,368,16.8,.681,.000,.707,10.3,26.2,18.5,8.5,0.9,1.7,10.9,13.1,,0.9,0.5,1.4,.184,,0.3,0.2,0.5,0.2,plumlma01
377,Brandin Podziemski,SG,20,GSW,43,1116,13.3,.541,.387,.150,6.5,17.5,12.1,18.9,1.6,0.6,11.9,16.1,,1.2,1.1,2.3,.098,,-0.5,0.5,0.0,0.5,podzibr01
378,Jakob Poeltl,C,28,TOR,40,1069,18.0,.687,.000,.314,10.9,24.3,17.5,12.7,1.1,4.6,17.3,15.3,,1.8,1.2,3.1,.138,,-0.7,1.0,0.3,0.6,poeltja01
379,Aleksej Pokusevski,PF,22,OKC,9,55,3.3,.358,.667,.267,4.3,15.6,10.2,10.7,0.9,1.7,15.2,15.6,,-0.1,0.1,-0.1,-0.052,,-7.5,-2.0,-9.5,-0.1,pokusal01
380,Jordan Poole,SG,24,WAS,48,1392,10.6,.515,.448,.213,1.3,7.2,4.2,17.7,1.6,1.0,12.1,25.5,,-1.4,0.4,-0.9,-0.032,,-3.8,-2.2,-6.0,-1.4,poolejo01
381,Craig Porter Jr.,PG,23,CLE,32,469,15.9,.559,.127,.279,3.6,14.7,9.3,27.5,1.8,2.3,15.1,20.1,,0.4,0.8,1.2,.126,,-0.8,1.8,1.1,0.4,portecr01
382,Jontay Porter,PF,24,TOR,14,200,14.6,.498,.541,.197,8.2,19.2,13.6,18.7,2.7,4.8,12.0,16.2,,0.1,0.3,0.4,.103,,-1.0,1.9,0.9,0.1,portejo01
383,Michael Porter Jr.,SF,25,DEN,52,1640,14.7,.590,.527,.095,4.7,19.8,12.4,6.1,0.7,2.0,7.4,20.2,,1.6,1.9,3.5,.101,,0.8,-1.3,-0.5,0.6,portemi01
384,Otto Porter Jr.,SF,30,TOR,15,174,8.7,.568,.697,.091,3.8,14.9,9.2,5.7,1.4,2.5,5.5,9.0,,0.1,0.1,0.3,.077,,-3.7,0.4,-3.3,-0.1,porteot01
385,Bobby Portis,PF,28,MIL,52,1246,15.7,.572,.296,.167,7.7,23.6,15.9,6.1,1.5,1.4,7.8,20.9,,1.2,1.4,2.5,.098,,-1.0,-1.1,-2.1,0.0,portibo01
386,Kristaps Porziņģis,C,28,BOS,37,1100,22.3,.656,.401,.431,6.0,17.6,12.1,10.0,1.1,5.6,10.0,24.3,,3.0,2.0,4.9,.215,,3.0,1.7,4.7,1.9,porzikr01
387,Micah Potter,PF,25,UTA,2,7,1.6,.000,1.000,.000,0.0,61.8,31.3,0.0,0.0,0.0,0.0,5.9,,0.0,0.0,0.0,-0.061,,-8.3,-3.4,-11.6,0.0,pottemi01
388,Dwight Powell,C,32,DAL,45,712,15.1,.744,.022,.880,12.4,15.4,13.9,12.9,1.5,2.1,17.5,9.3,,2.1,0.6,2.7,.183,,-0.6,0.8,0.2,0.4,poweldw01
389,Norman Powell,SG,30,LAC,50,1266,14.2,.638,.488,.233,0.7,10.4,5.7,5.7,1.0,1.2,7.5,19.8,,2.0,1.0,3.0,.112,,0.5,-1.0,-0.5,0.5,powelno01
390,Jason Preston,PG,24,UTA,1,1,-11.9,,,,100.0,0.0,54.7,0.0,0.0,0.0,100.0,41.5,,0.0,0.0,0.0,-0.928,,-8.0,-17.3,-25.2,0.0,prestja01
391,Joshua Primo,SG,21,LAC,1,5,-15.5,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,18.0,60.0,43.5,,-0.1,0.0,-0.1,-0.795,,-20.2,-8.2,-28.4,0.0,primojo01
392,Taurean Prince,PF,29,LAL,50,1518,8.5,.577,.652,.112,0.9,9.6,5.4,7.4,1.4,1.4,10.0,13.3,,0.2,1.3,1.4,.046,,-2.9,0.0,-2.9,-0.3,princta02
393,Payton Pritchard,PG,26,BOS,51,1058,13.1,.564,.676,.107,4.8,10.7,7.9,18.3,1.1,0.5,8.1,15.6,,1.8,1.2,3.0,.138,,0.3,0.3,0.5,0.7,pritcpa01
394,Olivier-Maxence Prosper,PF,21,DAL,27,243,10.2,.470,.478,.507,7.6,18.4,12.9,9.9,0.6,0.7,4.7,15.1,,0.2,0.2,0.3,.062,,-2.3,-1.6,-3.9,-0.1,prospol01
395,Trevelin Queen,SG,26,ORL,12,155,9.1,.484,.444,.333,2.2,11.4,6.7,15.5,2.2,3.0,14.5,13.4,,0.0,0.2,0.2,.064,,-4.2,1.7,-2.5,0.0,queentr01
396,Neemias Queta,C,24,BOS,22,269,19.2,.634,.000,.270,17.3,21.0,19.2,5.6,1.6,4.6,8.8,14.5,,0.7,0.5,1.3,.227,,-1.0,0.6,-0.4,0.1,quetane01
397,Immanuel Quickley,SG-PG,24,TOT,46,1229,16.1,.577,.472,.266,1.0,11.7,6.3,20.6,1.0,0.4,7.6,23.4,,2.3,0.9,3.2,.126,,2.0,-0.9,1.0,1.0,quickim01
397,Immanuel Quickley,SG,24,NYK,30,720,16.8,.598,.484,.281,0.8,11.0,5.9,15.6,1.1,0.4,7.6,24.1,,1.5,0.7,2.2,.149,,2.4,-0.2,2.3,0.8,quickim01
397,Immanuel Quickley,PG,24,TOR,16,509,15.2,.545,.455,.243,1.3,12.6,6.9,27.6,1.0,0.3,7.5,22.4,,0.8,0.2,1.0,.094,,1.3,-2.0,-0.7,0.2,quickim01
398,Lester Quinones,SG,23,GSW,15,185,10.5,.557,.619,.190,7.1,14.6,10.9,12.2,0.8,1.0,13.9,18.0,,0.1,0.1,0.2,.061,,-1.9,-1.1,-2.9,0.0,quinole01
399,Julius Randle,PF,29,NYK,46,1630,18.6,.569,.292,.361,6.8,21.9,14.4,22.3,0.8,0.7,14.1,29.5,,1.9,2.0,3.9,.115,,1.9,-0.3,1.7,1.5,randlju01
400,Duop Reath,C,27,POR,38,667,16.4,.607,.515,.191,8.3,16.9,12.4,10.8,1.4,2.4,9.3,20.0,,1.1,0.6,1.7,.122,,0.7,-0.2,0.6,0.4,reathdu01
401,Austin Reaves,SG,25,LAL,53,1645,15.4,.611,.429,.327,2.7,11.0,7.0,24.4,1.4,0.5,14.3,20.6,,2.3,1.3,3.6,.106,,0.5,-0.5,0.0,0.8,reaveau01
402,Cam Reddish,SF,24,LAL,35,815,8.4,.519,.463,.224,2.7,8.5,5.7,7.3,2.5,1.2,11.8,13.5,,-0.3,0.9,0.6,.036,,-4.1,1.1,-2.9,-0.2,reddica01
403,Paul Reed,C,24,PHI,50,833,16.4,.571,.117,.154,13.3,20.1,16.7,10.2,2.1,4.0,12.0,15.3,,1.2,1.3,2.5,.143,,-1.0,0.6,-0.4,0.3,reedpa01
404,Naz Reid,C,24,MIN,52,1163,15.8,.607,.492,.151,4.9,17.9,11.8,7.3,1.6,3.0,10.8,22.5,,0.7,2.3,3.0,.124,,0.6,1.1,1.7,1.1,reidna01
405,Jared Rhoden,SG,24,DET,6,42,10.1,.631,.364,.182,2.6,11.0,6.7,13.0,0.0,3.9,20.2,15.0,,0.0,0.0,0.0,.028,,-2.2,0.1,-2.1,0.0,rhodeja01
406,Nick Richards,C,26,CHO,41,1054,16.6,.711,.000,.548,10.9,24.3,17.2,4.8,0.6,4.6,13.8,12.9,,2.3,0.7,2.9,.133,,-1.7,-0.8,-2.6,-0.2,richani01
407,Josh Richardson,SG,30,MIA,42,1096,11.3,.575,.547,.157,1.8,10.8,6.2,13.8,1.1,1.2,8.9,16.3,,0.9,1.1,2.0,.086,,-1.5,-0.1,-1.6,0.1,richajo01
408,Duncan Robinson,SF,29,MIA,47,1279,12.3,.610,.676,.147,1.0,9.3,5.0,15.6,1.1,0.7,11.4,19.5,,1.0,1.2,2.2,.083,,-0.4,-0.9,-1.3,0.2,robindu01
409,Jerome Robinson,SG,26,GSW,9,30,-2.5,.172,.556,.667,3.7,7.2,5.4,7.5,0.0,3.0,0.0,16.3,,-0.1,0.0,-0.1,-0.169,,-11.2,-5.0,-16.2,-0.1,robinje01
410,Mitchell Robinson,C,25,NYK,21,613,16.0,.567,.000,.388,20.3,18.7,19.5,3.2,2.6,4.1,15.5,9.4,,0.9,1.1,2.0,.159,,-0.4,1.0,0.6,0.4,robinmi01
411,Orlando Robinson,C,23,MIA,22,235,14.4,.601,.213,.361,9.0,22.0,15.4,16.6,1.1,2.9,15.5,15.7,,0.3,0.3,0.7,.134,,-1.9,0.8,-1.1,0.1,robinor01
412,Jeremiah Robinson-Earl,PF,23,NOP,20,208,13.7,.621,.379,.190,8.0,18.0,13.0,6.4,1.6,1.4,12.5,14.8,,0.3,0.3,0.5,.121,,-0.8,0.0,-0.8,0.1,robinje02
413,David Roddy,PF,22,MEM,48,1114,8.6,.485,.404,.174,4.8,15.3,9.9,10.3,1.1,0.9,11.5,18.1,,-1.0,1.1,0.1,.005,,-4.0,-1.0,-5.0,-0.8,roddyda01
414,Ryan Rollins,PG,21,WAS,10,66,22.6,.631,.120,.680,3.2,14.8,8.9,23.7,5.7,3.7,17.7,25.2,,0.1,0.1,0.2,.141,,0.4,4.4,4.8,0.1,rolliry01
415,Derrick Rose,PG,35,MEM,19,332,12.9,.531,.262,.170,2.2,9.3,5.6,30.9,1.2,0.6,14.2,22.9,,0.0,0.3,0.3,.042,,-1.5,-1.2,-2.6,-0.1,rosede01
416,Terry Rozier,SG-PG,29,TOT,39,1340,17.5,.556,.416,.230,2.0,11.7,6.6,29.7,1.5,1.0,9.5,26.1,,1.6,0.5,2.1,.077,,2.5,-1.3,1.2,1.1,roziete01
416,Terry Rozier,SG,29,CHO,30,1065,19.0,.574,.423,.235,1.7,11.2,6.2,30.4,1.5,1.0,9.7,27.3,,1.6,0.2,1.8,.083,,3.7,-1.6,2.0,1.1,roziete01
416,Terry Rozier,PG,29,MIA,9,275,12.0,.463,.384,.205,3.2,13.8,8.4,26.9,1.4,0.7,8.3,21.4,,0.0,0.3,0.3,.054,,-2.2,0.0,-2.2,0.0,roziete01
417,Rayan Rupert,SG,19,POR,16,119,8.3,.451,.395,.186,6.3,14.1,10.0,13.4,1.2,0.0,11.4,18.8,,-0.1,0.1,0.0,-0.014,,-3.6,-2.4,-6.0,-0.1,ruperra01
418,D'Angelo Russell,PG,27,LAL,48,1487,16.1,.586,.462,.175,1.4,8.0,4.8,29.3,1.2,1.5,11.7,23.2,,1.8,1.1,2.9,.094,,1.6,-0.9,0.7,1.0,russeda01
419,Matt Ryan,SF,26,NOP,13,298,9.9,.679,.819,.169,1.9,9.2,5.6,6.1,0.8,0.3,15.2,15.1,,0.3,0.2,0.5,.079,,-0.7,-1.1,-1.8,0.0,ryanma01
420,Domantas Sabonis,C,27,SAC,50,1780,23.0,.660,.087,.384,9.8,32.3,20.8,33.8,1.1,1.3,18.0,22.0,,5.3,2.1,7.4,.201,,3.9,2.2,6.1,3.6,sabondo01
421,Luka Šamanić,PF,24,UTA,24,142,7.9,.477,.383,.350,6.2,25.1,15.8,3.9,0.3,1.9,13.7,23.5,,-0.2,0.1,-0.1,-0.039,,-6.1,-3.0,-9.1,-0.3,samanlu01
422,Jermaine Samuels,SF,25,HOU,11,53,15.2,.758,.182,.182,4.1,18.4,11.2,5.3,0.9,1.8,0.0,9.6,,0.1,0.1,0.2,.193,,-0.3,1.2,0.9,0.0,samueje01
423,Adama Sanogo,PF,21,CHI,3,11,32.5,.926,.000,1.000,19.9,41.7,30.5,0.0,0.0,0.0,18.8,21.2,,0.1,0.0,0.1,.282,,9.0,1.7,10.7,0.0,sanogad01
424,Gui Santos,PF,21,GSW,11,107,15.8,.615,.367,.500,11.3,19.2,15.3,8.6,0.9,1.7,7.6,15.5,,0.3,0.1,0.4,.172,,-0.4,-0.2,-0.7,0.0,santogu01
425,Dario Šarić,C,29,GSW,47,938,17.0,.629,.506,.254,7.5,21.4,14.5,17.6,1.5,0.8,13.8,19.5,,1.9,1.0,2.9,.147,,1.9,0.6,2.5,1.1,saricda01
426,Olivier Sarr,C,24,OKC,11,81,12.3,.625,.429,.714,11.6,30.4,21.4,3.0,0.0,6.9,14.0,11.5,,0.1,0.1,0.3,.158,,-4.3,0.2,-4.1,0.0,sarrol01
427,Marcus Sasser,PG,23,DET,46,747,14.9,.604,.452,.134,0.9,9.9,5.3,26.0,1.5,0.9,12.3,19.3,,1.1,0.2,1.3,.086,,0.7,-0.8,-0.1,0.4,sassema01
428,Admiral Schofield,PF,26,ORL,12,46,-0.9,.378,.600,.133,2.5,15.3,8.8,11.9,0.0,0.0,20.1,18.6,,-0.2,0.0,-0.1,-0.123,,-9.3,-2.2,-11.6,-0.1,schofad01
429,Dennis Schröder,PG,30,TOR,51,1559,13.9,.559,.394,.267,1.5,8.5,5.0,27.5,1.4,0.4,11.7,19.5,,2.0,0.7,2.7,.083,,-0.6,-1.1,-1.8,0.1,schrode01
430,Dereon Seabron,SG,23,NOP,5,52,9.1,.448,.154,.462,2.1,12.7,7.5,9.4,1.9,1.9,0.0,12.9,,0.0,0.1,0.1,.082,,-3.0,1.3,-1.7,0.0,seabrde01
431,Alperen Şengün,C,21,HOU,50,1632,22.3,.593,.122,.337,9.2,21.8,15.5,26.1,1.7,2.0,12.5,27.3,,3.0,2.7,5.8,.169,,3.2,1.8,5.0,2.9,sengual01
432,Brice Sensabaugh,SF,20,UTA,4,12,11.4,.417,.333,.000,9.2,18.0,13.7,23.3,0.0,0.0,0.0,20.8,,0.0,0.0,0.0,.055,,-1.1,-3.3,-4.4,0.0,sensabr01
433,Collin Sexton,SG,25,UTA,53,1292,19.8,.608,.325,.380,3.9,7.4,5.7,28.8,1.3,0.7,11.9,27.8,,3.3,0.5,3.8,.140,,3.5,-1.6,1.9,1.3,sextoco01
434,Landry Shamet,SG,26,WAS,33,495,12.5,.574,.549,.191,2.5,7.2,4.9,13.0,1.5,1.1,8.3,20.5,,0.3,0.1,0.5,.044,,-1.4,-1.6,-3.0,-0.1,shamela01
435,Day'Ron Sharpe,C,22,BRK,37,592,21.3,.598,.036,.456,18.1,29.1,23.4,13.2,1.4,4.8,13.8,19.4,,1.2,0.9,2.1,.173,,0.1,0.7,0.8,0.4,sharpda01
436,Shaedon Sharpe,SG,20,POR,32,1059,11.3,.524,.415,.274,4.2,13.4,8.5,13.7,1.3,1.0,12.9,22.4,,-0.3,0.7,0.4,.018,,-2.1,-0.9,-3.0,-0.3,sharpsh01
437,Ben Sheppard,SG,22,IND,31,333,7.4,.487,.667,.161,2.4,11.1,6.7,8.2,2.1,0.2,5.7,13.2,,0.0,0.2,0.2,.031,,-4.4,-0.2,-4.6,-0.2,sheppbe01
438,Pascal Siakam,PF,29,TOT,51,1751,19.1,.605,.220,.331,5.2,16.1,10.6,21.5,1.2,0.6,10.3,25.2,,3.3,1.0,4.3,.118,,2.4,-0.7,1.7,1.7,siakapa01
438,Pascal Siakam,PF,29,TOR,39,1354,18.8,.600,.233,.358,4.3,16.0,10.1,21.7,1.1,0.6,10.3,25.5,,2.4,0.8,3.2,.113,,2.0,-0.7,1.3,1.1,siakapa01
438,Pascal Siakam,PF,29,IND,12,397,20.3,.624,.180,.243,8.0,16.5,12.3,20.8,1.2,0.6,10.3,24.4,,0.9,0.2,1.1,.135,,3.6,-0.4,3.2,0.5,siakapa01
439,Ben Simmons,PG,27,BRK,10,263,16.1,.586,.000,.115,10.3,27.9,18.8,32.9,1.1,2.0,26.8,12.1,,0.4,0.3,0.7,.133,,-0.4,2.5,2.1,0.3,simmobe01
440,Anfernee Simons,SG,24,POR,29,974,17.3,.580,.479,.227,1.6,10.7,5.9,27.4,0.7,0.4,11.1,28.8,,1.3,0.4,1.7,.083,,3.4,-2.3,1.1,0.8,simonan01
441,Jericho Sims,C,25,NYK,26,241,10.6,.731,.000,.259,9.2,16.5,12.9,4.2,0.4,3.8,18.9,6.5,,0.3,0.3,0.6,.123,,-2.7,0.7,-2.0,0.0,simsje01
442,Dmytro Skapintsev,C,25,NYK,2,2,-19.0,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,,0.0,0.0,0.0,-0.470,,-16.4,-9.8,-26.1,0.0,skapidm01
443,Jalen Slawson,SF,24,SAC,5,19,5.4,.667,.333,.000,0.0,24.3,11.9,13.2,0.0,4.8,40.0,11.2,,0.0,0.0,0.0,-0.011,,-7.3,1.3,-6.0,0.0,slawsja01
444,Javonte Smart,PG,24,PHI,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.004,,-6.2,-2.2,-8.4,0.0,smartja01
445,Marcus Smart,PG,29,MEM,20,605,11.7,.552,.565,.236,1.0,8.9,4.8,22.4,3.3,0.8,19.2,23.0,,-0.6,0.8,0.2,.018,,-3.5,1.0,-2.4,-0.1,smartma01
446,Dennis Smith Jr.,PG,26,BRK,35,702,14.1,.502,.274,.175,5.8,12.8,9.2,28.2,3.1,1.1,14.9,18.0,,0.4,0.8,1.2,.085,,-2.3,2.1,-0.2,0.3,smithde03
447,Dru Smith,SG,26,MIA,9,131,12.7,.576,.515,.061,5.1,7.0,6.0,15.1,3.4,2.2,12.9,13.1,,0.1,0.2,0.3,.117,,-2.0,3.0,1.0,0.1,smithdr01
